unnamed_0,deal_num,pre_rev_mul_ly,pre_ebitda_mul_ly,pre_ebit_mul_ly,pre_pbt_mul_ly,pre_pat_mul_ly,pre_np_mul_ly,pre_ta_mul_ly,pre_na_mul_ly,pre_cl_mul_ly,pre_eq_mul_ly,pre_cap_mul_ly,post_rev_mul_fy,post_ebitda_mul_fy,post_ebit_mul_fy,post_pbt_mul_fy,post_pat_mul_fy,post_np_mul_fy,post_ta_mul_fy,post_na_mul_fy,post_cl_mul_fy,post_eq_mul_fy,post_cap_mul_fy
200.0,1601272904.0,0.69,2.69,n.s.,n.s.,n.s.,-,0.26,-,0.27,n.s.,-,0.86,n.s.,n.s.,n.s.,n.s.,-,0.63,-,0.22,n.s.,-
201.0,1601237353.0,1.21,19.48,22.28,24.03,32.4,-,2.71,-,5.46,7.96,-,1.2,19.92,23.41,25.05,46.27,-,2.4,-,4.21,6.39,-
202.0,1943065612.0,14.03,n.s.,n.s.,n.s.,n.s.,-,0.9,-,1.14,n.s.,-,0.82,n.s.,n.s.,n.s.,n.s.,-,0.71,-,0.76,n.s.,-
203.0,2007082114.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
204.0,1909292501.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
205.0,1943334206.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
206.0,1943089595.0,0.38,-,-,5.08,5.52,-,0.26,-,-,0.88,-,0.3,-,-,4.97,5.45,-,0.24,-,-,0.83,-
207.0,2007644914.0,1.49,n.s.,n.s.,n.s.,n.s.,-,1.18,-,1.93,3.98,-,-,-,-,-,-,-,-,-,-,-,-
208.0,116746.0,0.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209.0,2007232328.0,0.5,-,-,-,-,-,-,-,-,-,-,0.38,-,-,-,-,-,-,-,-,-,-
210.0,1941078658.0,0.24,-,7.38,9.58,13.32,-,0.37,-,0.58,1,-,1.02,-,-,n.s.,n.s.,-,0.55,-,-,2.4,-
211.0,1647000031.0,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
212.0,1909238059.0,0.32,11.05,11.05,11.09,23.38,-,1,-,3.34,1.43,-,0.61,14.78,14.78,12.16,17.22,-,1.07,-,3.33,1.58,-
213.0,2007871281.0,1.58,-,-,22.48,26.53,-,0.44,-,0.6,2.13,-,-,-,-,-,-,-,-,-,-,-,-
214.0,2007553030.0,0.16,-,-,2.12,2.79,-,0.13,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-
215.0,2007523364.0,0.16,-,0.16,10.27,10.4,-,0.54,-,-,0.61,-,-,-,-,-,-,-,-,-,-,-,-
216.0,1909082244.0,15.72,-,n.s.,n.s.,n.s.,-,1.28,-,1.26,n.s.,-,51.56,-,n.s.,n.s.,n.s.,-,1.48,-,7.67,1.84,-
217.0,2007657693.0,0.79,20.25,30.39,28.08,32.31,-,1.59,-,2.49,4.43,-,-,-,-,-,-,-,-,-,-,-,-
218.0,1943303335.0,1.83,-,-,n.s.,-,-,1.09,-,-,3.87,-,-,-,-,-,-,-,-,-,-,-,-
219.0,1907168753.0,0.11,-,n.s.,n.s.,n.s.,-,0.35,-,0.43,1.82,-,-,-,-,-,-,-,-,-,-,-,-
220.0,1601009930.0,1.28,-,-,-,n.s.,-,0.26,-,0.92,0.36,0.07,-,n.s.,n.s.,n.s.,n.s.,-,0.27,-,5.89,0.28,0.19
221.0,2007880896.0,1.15,9.74,12.21,12.25,16.79,-,1.9,-,5.24,3,-,-,-,-,-,-,-,-,-,-,-,-
222.0,1941449990.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
223.0,1909192919.0,0.8,10.78,n.s.,n.s.,n.s.,-,0.23,-,1.51,0.29,3.34,0.55,3,9.94,10.22,10.76,-,0.23,-,1.52,0.29,3.67
224.0,2007402864.0,6.57,n.s.,n.s.,n.s.,n.s.,-,3.75,-,10.48,n.s.,-,5.7,24.69,33.44,5714.33,5714.33,-,1.82,-,2.73,n.s.,-
225.0,1909436591.0,1.19,n.s.,n.s.,n.s.,n.s.,-,0.83,-,0.77,n.s.,-,2.42,n.s.,n.s.,n.s.,n.s.,-,1.05,-,0.65,n.s.,-
226.0,1907011273.0,-,-,-,-,-,-,-,-,-,-,-,1.24,n.s.,n.s.,n.s.,n.s.,-,3.27,-,0.46,n.s.,-
227.0,2007424329.0,0.78,7.03,7.03,6.97,10.14,-,1.11,-,5.84,1.59,-,0.64,6.04,6.04,3.21,4.82,-,0.88,-,3.32,1.19,-
228.0,1600001199.0,0.77,-,-,4.36,4.91,-,0.95,-,3.66,1.38,-,0.77,-,-,n.s.,n.s.,-,0.66,-,1.41,1.25,-
229.0,1907118582.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230.0,1907061114.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
231.0,2007535337.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
232.0,1907150889.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
233.0,1603002607.0,0.4,61.36,78.7,201.11,724,-,0.51,-,1.1,1.1,-,-,-,-,-,-,-,-,-,-,-,-
234.0,1943063298.0,0.67,6.79,6.92,7.18,10.08,-,1.61,-,3.82,2.85,-,0.8,8.06,8.65,9.15,13.2,-,1.21,-,2.9,2.34,-
235.0,1909219307.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
236.0,1633033268.0,-,-,-,-,-,-,-,-,-,-,0.77,-,-,-,-,-,-,-,-,-,0.77,0.87
237.0,2007923480.0,352.15,n.s.,n.s.,0.02,0.02,-,0.01,-,0.11,n.s.,1.74,-,-,-,-,-,-,-,-,-,-,-
238.0,2007483689.0,8.45,-,-,n.s.,-,-,6.43,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
239.0,1909294356.0,8.16,n.s.,n.s.,n.s.,n.s.,-,36.18,-,34.93,n.s.,-,1.92,30.55,37.85,39.32,39.32,-,8.62,-,15.13,22.38,-
240.0,410267.0,4.41,15.98,29.63,29.3,37.56,-,2.44,-,37.22,4.09,-,-,-,-,-,-,-,-,-,-,-,-
241.0,2007148589.0,3.07,-,-,-,-,-,-,-,-,-,-,3.07,-,-,-,-,-,-,-,-,-,-
242.0,2007553558.0,4.75,103.47,237.8,73.97,93.3,-,2.32,-,131.84,2.36,-,2.92,29.68,38.5,28.25,34.78,-,1.99,-,51.05,2.21,1.79
243.0,1907150358.0,0.58,-,-,n.s.,n.s.,-,0.48,-,0.54,4.36,-,1.2,-,-,n.s.,n.s.,-,0.46,-,0.43,n.s.,-
244.0,1941411458.0,3.44,5.13,5.13,5.06,4.84,-,0.51,-,15.83,0.85,-,6.62,n.s.,n.s.,n.s.,n.s.,-,0.56,-,1.52,0.9,-
245.0,118393.0,6.37,n.s.,n.s.,n.s.,n.s.,-,0.59,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
246.0,1907102951.0,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
247.0,1943057036.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
248.0,1943037257.0,6.83,-,-,n.s.,-,-,n.s.,-,-,-,-,-,-,-,n.s.,n.s.,-,1.53,-,-,n.s.,-
249.0,1943176898.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
250.0,1941363164.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
251.0,1909062879.0,0.17,3.07,n.s.,n.s.,2442.37,-,0.16,-,2.08,0.18,-,0.17,4.8,n.s.,n.s.,n.s.,-,0.15,-,1.68,0.18,-
252.0,1943287278.0,3.2,-,-,34062.63,-,-,0.87,-,-,1.14,-,-,-,-,-,-,-,-,-,-,-,-
253.0,1943016935.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
254.0,1943046848.0,2.93,-,-,n.s.,n.s.,-,0.23,-,0.44,n.s.,-,2.81,-,-,n.s.,n.s.,-,0.24,-,0.45,n.s.,-
255.0,1943300137.0,1.03,-,-,19.98,21.55,-,1.15,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-
256.0,2007680352.0,0.23,-,30,n.s.,n.s.,-,0.19,-,0.27,0.9,0.73,-,-,-,-,-,-,-,-,-,-,-
257.0,1907163640.0,1.94,-,-,n.s.,-,-,1.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
258.0,1633101281.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
259.0,1943120146.0,0.11,-,-,-,n.s.,-,0.01,-,0.6,0.01,-,-,-,-,-,-,-,-,-,-,-,-
260.0,2007433490.0,1.29,n.s.,n.s.,n.s.,n.s.,-,2.71,-,3.37,24.2,-,2.18,n.s.,n.s.,n.s.,n.s.,-,2.12,-,3.29,7.5,-
261.0,104936.0,0.15,1.92,20.11,22.33,26.82,-,0.12,-,2.48,0.14,-,0.15,2.36,168.93,30.65,32.54,-,0.11,-,2.82,0.12,-
262.0,1943252399.0,1.07,25.88,25.97,29.74,29.74,-,3.06,-,13.99,34.91,-,-,-,-,-,-,-,-,-,-,-,-
263.0,1941729413.0,2.9,49.8,76.11,77.36,163.11,-,1.31,-,2.05,4.24,-,0.58,3.59,4.05,4.1,6.23,-,0.57,-,1.04,2.52,-
264.0,1943158253.0,85.62,-,85.62,n.s.,n.s.,-,1.17,-,n.s.,n.s.,-,-,-,n.s.,n.s.,n.s.,-,0.68,-,n.s.,0.68,-
265.0,174014.0,0.42,n.s.,n.s.,n.s.,n.s.,-,0.43,-,n.s.,0.5,-,0.8,n.s.,n.s.,n.s.,n.s.,-,0.4,-,n.s.,0.81,-
266.0,297382.0,0.35,n.s.,n.s.,n.s.,n.s.,-,0.83,-,3.43,1.51,-,-,-,-,-,-,-,-,-,-,-,-
267.0,1943254198.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
268.0,1601045375.0,0.23,0.82,1.18,1.28,1.61,-,0.2,-,0.89,0.33,-,0.22,0.83,1.29,1.35,1.71,-,0.2,-,1.57,0.3,-
269.0,1941187437.0,0.16,-,-,4.1,-,-,0.32,-,-,0.48,-,-,-,-,-,-,-,-,-,-,-,-
270.0,1907112408.0,1.83,-,32.48,37.44,37.44,-,1.14,-,6.6,1.43,-,1.91,-,n.s.,n.s.,n.s.,-,1.11,-,4.44,1.56,-
271.0,1601274548.0,1268.23,n.s.,n.s.,14.38,14.38,-,1.91,-,135.21,1.96,1.19,1076.61,n.s.,n.s.,26.72,26.72,-,1.81,-,128.56,1.94,0.94
272.0,1601229117.0,0.19,244.11,n.s.,n.s.,n.s.,-,0.26,-,0.34,1.52,-,0.12,n.s.,n.s.,n.s.,n.s.,-,0.29,-,0.2,n.s.,-
273.0,614597.0,0.48,5.48,5.78,5.94,7.3,-,1.26,-,3.36,2.02,-,0.84,n.s.,n.s.,n.s.,n.s.,-,1.39,-,3.11,2.53,-
274.0,1943056191.0,1.14,-,-,12.69,-,-,1.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
275.0,1943347961.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
276.0,1943023385.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
277.0,1943211390.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
278.0,2007433022.0,4.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
279.0,2007141603.0,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280.0,633120.0,-,-,-,-,-,-,-,-,-,-,-,1.68,12.71,14.36,8.73,3.71,-,0.88,-,1.15,3.71,-
281.0,94547.0,0.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
282.0,66888.0,0.76,n.s.,n.s.,n.s.,n.s.,n.s.,2.76,n.s.,1.48,n.s.,-,3.13,n.s.,n.s.,n.s.,n.s.,n.s.,3.46,-,1.29,n.s.,-
283.0,1907215110.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
284.0,1907024173.0,-,-,-,-,-,-,-,-,-,-,-,0.66,2.89,2.9,2.9,3.83,-,0.41,-,0.5,2.23,-
285.0,1943006659.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
286.0,1909501731.0,31.95,n.s.,n.s.,n.s.,n.s.,-,0.46,-,2.38,3.83,-,38.06,n.s.,n.s.,n.s.,4.32,-,0.24,-,0.44,0.53,-
287.0,1941511435.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
288.0,1601062517.0,0.05,n.s.,n.s.,n.s.,n.s.,-,0.06,-,0.09,0.28,-,-,-,-,-,-,-,-,-,-,-,-
289.0,1909589980.0,0.57,19.65,19.65,21.78,5.81,-,0.86,-,2.33,2.15,-,0.84,-,-,-,-,-,-,-,-,-,-
290.0,219368.0,0.18,46.28,n.s.,5.26,5.45,-,0.47,-,0.76,1.23,-,0.18,4.77,5.81,20.88,28.7,-,0.41,-,0.64,1.18,-
291.0,1907071805.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
292.0,1941518192.0,0.89,10.21,20.79,37.45,53.78,-,0.97,-,1.44,8.13,-,1.18,1.05,1.09,1.11,1.48,-,0.84,-,5.65,1.76,-
293.0,1943213429.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-,-,-,-,n.s.,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,-,-,-,-,-,n.s.,-
294.0,1909155074.0,2.09,n.s.,n.s.,n.s.,n.s.,-,3.18,-,0.91,n.s.,-,3.7,n.s.,n.s.,n.s.,n.s.,-,5.9,-,8.96,23.24,-
295.0,1909083756.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
296.0,152899.0,0.73,-,n.s.,n.s.,n.s.,-,0.06,-,0.18,0.09,-,-,-,-,-,-,-,-,-,-,-,-
297.0,1909104438.0,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
298.0,2007146431.0,0.95,6.62,6.74,6.74,8.95,-,1.55,-,3.01,3.23,-,1.1,9.02,9.57,9.57,12.5,-,2.17,-,6.27,3.39,-
299.0,1943242574.0,0.27,5.37,5.53,5.72,7.08,-,0.51,-,2.51,1.11,-,0.24,5.97,7.27,9.35,11.11,-,0.36,-,1.07,0.97,-
300.0,295222.0,0.47,5.83,6.26,5.55,5.76,-,0.72,-,1.61,3.28,-,-,-,-,-,-,-,-,-,-,-,-
301.0,576643.0,0.01,-,-,-,-,-,0.01,-,0.01,0.02,-,-,-,-,-,-,-,-,-,-,-,-
302.0,1603006235.0,0.35,20.59,21.03,59.76,59.76,-,0.68,-,1.3,1.45,-,0.34,49.98,51.27,n.s.,n.s.,-,0.74,-,1.26,1.82,-
303.0,1907222664.0,20.11,-,20.22,19.46,25.96,-,0.94,-,311.59,0.94,-,-,-,-,-,-,-,-,-,-,-,-
304.0,2007268734.0,1.04,-,1.04,9.27,10.18,-,1.22,-,-,2.17,-,0.95,-,0.95,14.16,14.97,-,1.06,-,-,1.9,-
305.0,1633110780.0,-,-,-,-,-,-,-,-,-,-,-,40.6,n.s.,n.s.,n.s.,n.s.,-,0.39,-,38.17,0.4,-
306.0,2007870537.0,0.09,-,-,10.59,12.91,-,0.22,-,-,0.33,-,-,-,-,-,-,-,-,-,-,-,-
307.0,1907135856.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
308.0,2007621558.0,0.43,4.17,4.17,4.16,5.48,-,0.63,-,2.15,2.3,-,0.44,n.s.,n.s.,n.s.,n.s.,-,0.77,-,2.33,2.63,-
309.0,1601471032.0,0.8,n.s.,n.s.,n.s.,n.s.,-,0.61,-,4.76,0.7,-,0.58,n.s.,n.s.,n.s.,n.s.,-,0.62,-,2.89,0.81,-
310.0,1907036272.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
311.0,2007568560.0,2.11,-,-,7.78,-,-,1.54,-,-,5.96,-,-,-,-,-,-,-,-,-,-,-,-
312.0,1941087476.0,0.13,6.98,6.98,10.45,15.63,-,0.17,-,0.56,0.28,1,0.15,11.76,11.76,27.76,59.2,-,0.18,-,0.64,0.28,0.93
313.0,2007253306.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314.0,1943127662.0,1.75,-,6.27,6.22,7.14,-,1.25,-,7.51,1.5,-,-,-,-,-,-,-,-,-,-,-,-
315.0,1909573036.0,0.95,-,-,4.14,-,-,0.79,-,-,-,-,2.14,-,-,9.49,10.68,-,1.32,-,-,1.51,-
316.0,1943166718.0,0.82,-,n.s.,n.s.,n.s.,-,0.54,-,0.71,2.42,-,-,-,-,-,-,-,-,-,-,-,-
317.0,1601041537.0,12.74,6.58,6.9,1.87,-,-,2.15,-,2.21,92.74,-,-,-,-,-,-,-,-,-,-,-,-
318.0,1633089590.0,-,-,-,-,-,-,-,-,-,-,-,1.62,5.28,5.58,8.07,11.37,-,0.43,-,0.52,2.65,1.27
319.0,1943077690.0,1.02,-,n.s.,23.57,31.4,-,0.43,-,2.78,0.52,-,-,-,-,-,-,-,-,-,-,-,-
320.0,458349.0,0.43,12.45,26.59,71.21,177.01,-,1.63,-,2.12,17.73,-,0.27,7.17,11.81,19.06,62.93,-,1.37,-,1.59,13.83,-
321.0,1907140664.0,7.78,n.s.,n.s.,n.s.,n.s.,-,0.45,-,2.49,1.31,-,0.88,25.1,n.s.,n.s.,n.s.,-,0.41,-,2.78,1.09,-
322.0,1909525282.0,1369.63,-,n.s.,n.s.,n.s.,-,4.54,-,547.85,6.74,-,1917.47,-,n.s.,n.s.,n.s.,-,0.18,-,14.17,0.19,-
323.0,81537.0,0.25,n.s.,n.s.,n.s.,n.s.,-,0.64,-,0.66,20.47,-,0.22,7.84,128.8,133.85,-,-,0.53,-,0.56,17.76,-
324.0,1943089947.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
325.0,1603023415.0,-,-,-,-,-,-,-,-,-,-,-,0.6,-,3.12,3.12,3,-,0.39,-,1.52,0.68,0.06
326.0,1943123850.0,2.1,n.s.,n.s.,n.s.,n.s.,-,13.49,-,19.21,n.s.,-,2.13,n.s.,n.s.,n.s.,n.s.,-,5.07,-,5.44,n.s.,-
327.0,481548.0,0.29,12.82,122.74,n.s.,n.s.,-,0.84,-,1.01,18.63,-,0.19,6.38,10.43,14.12,17.3,-,0.71,-,1.95,8.96,-
328.0,1603042074.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
329.0,1943047784.0,0.14,-,65.54,14.75,26.01,-,0.98,-,44.22,1.01,-,-,-,-,-,-,-,-,-,-,-,-
330.0,507271.0,0.45,-,7.5,9.58,10.28,-,0.81,-,3.59,2.05,-,0.43,4.9,5.81,7.25,7.73,-,0.71,-,2.91,1.89,-
331.0,1943240434.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
332.0,1941623285.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
333.0,1943033668.0,0.62,-,-,10.08,10.39,-,0.38,-,-,1.08,-,0.61,-,-,4.9,6.39,-,0.32,-,-,0.79,-
334.0,1907214240.0,-,-,-,-,-,-,-,-,-,-,-,2.3,2.31,2.31,2.31,2.31,-,0.64,-,3.19,0.81,-
335.0,1941375750.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
336.0,364469.0,-,-,n.s.,n.s.,-,-,700308.81,-,77.31,n.s.,-,-,-,-,-,-,-,700308.81,-,1.77,n.s.,-
337.0,2007832310.0,44.16,-,-,n.s.,-,-,1.2,-,-,1.52,-,-,-,-,-,-,-,-,-,-,-,-
338.0,1603021719.0,0.27,-,10.52,9.36,11.9,-,0.52,-,1.59,0.91,-,0.27,-,9.82,9.08,18.81,-,0.49,-,1.43,0.88,-
339.0,1601234579.0,1.44,n.s.,n.s.,n.s.,n.s.,-,0.62,-,2.2,0.86,-,1.57,1669.42,n.s.,n.s.,n.s.,-,0.64,-,3.13,0.81,-
340.0,1909271990.0,0.04,-,2.35,3.05,4.06,-,0.17,-,0.2,1.08,-,0.04,-,1.87,1.65,2.21,-,0.18,-,0.24,0.78,-
341.0,2007408457.0,1.2,-,-,180.83,-,-,0.68,-,-,2.1,-,-,-,-,-,-,-,-,-,-,-,-
342.0,1907155435.0,0.07,-,n.s.,n.s.,n.s.,-,0.36,-,0.55,1.01,-,0.07,-,n.s.,n.s.,n.s.,-,0.78,-,1.29,2.05,-
343.0,1601106663.0,143.82,n.s.,n.s.,n.s.,n.s.,-,1.01,-,3.45,3.16,-,0.68,7.32,9.04,9.04,10.76,-,0.37,-,1.45,2.39,-
344.0,1941418239.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
345.0,1943207715.0,0.27,10.65,15.12,15.12,25.72,-,0.46,-,0.61,2.81,-,0.18,6.57,8.6,8.6,13.7,-,0.55,-,0.69,4.48,-
346.0,306893.0,0.37,15.34,19.81,34.46,53.6,-,0.6,-,0.72,3.71,-,0.28,5.54,5.86,7.29,11.25,-,0.49,-,0.59,2.82,-
347.0,1941101575.0,3.23,-,-,6.44,-,-,0.16,-,-,0.16,0.1,-,-,-,-,-,-,-,-,-,0.09,-
348.0,601596.0,0.2,16.68,30.72,30.72,31.39,-,0.46,-,0.5,n.s.,-,0.22,n.s.,n.s.,n.s.,n.s.,-,0.43,-,0.48,n.s.,-
349.0,1941672280.0,-,-,-,-,-,-,-,-,-,-,0.84,3.98,-,-,-,-,-,-,-,-,-,1.11
350.0,1907215032.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
351.0,1909206139.0,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,n.s.,-,-,-,-,-,-
352.0,1909079409.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
353.0,2007896669.0,3.3,-,8.27,-,-,-,2.73,-,19.8,3.77,1.19,-,-,-,-,-,-,-,-,-,-,-
354.0,1943331790.0,0.04,73.63,73.95,63.25,71.1,-,0.73,-,0.75,33.16,-,0.02,6.64,6.64,6.62,6.76,-,1.42,-,1.9,5.63,-
355.0,1909091549.0,0.26,n.s.,n.s.,n.s.,n.s.,-,1.22,-,0.8,n.s.,-,0.3,n.s.,n.s.,n.s.,n.s.,-,0.33,-,0.39,2.14,-
356.0,1907213896.0,3.79,-,4.76,4.39,5.17,-,10.78,-,100.44,12.08,-,4.79,-,6.9,5.45,6.5,-,1.56,-,20.34,1.77,-
357.0,161636.0,0.84,6.03,6.24,3.57,5.16,-,0.34,-,1.09,0.5,-,-,-,-,-,-,-,6,-,6.43,90.84,-
358.0,354067.0,2.8,19.82,29.83,5.46,5.82,5.82,1.46,2.34,4.75,2.34,1.45,1.97,24.53,58.21,38.84,75.23,75.23,1.3,-,12.84,2.03,1
359.0,105199.0,0.15,-,-,-,n.s.,-,-,0.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-
360.0,1943190636.0,0.27,-,-,7.46,-,-,1.41,-,-,4.65,-,-,-,-,-,-,-,-,-,-,-,-
361.0,1943073446.0,1.55,-,n.s.,n.s.,n.s.,-,0.34,-,1.04,0.5,-,0.68,-,-,17.03,17.03,-,0.42,-,-,0.78,-
362.0,1943333982.0,0.7,3.86,4.09,4.09,5.56,-,1.19,-,2.42,2.41,-,-,-,-,-,-,-,-,-,-,-,-
363.0,58447.0,0.96,5.53,6.7,7.08,11.41,-,1.19,-,2.43,3.82,-,0.75,4.05,4.67,5,7.68,-,0.97,-,1.67,3.16,-
364.0,1909463721.0,2.33,-,101.16,102.94,137.25,-,2.07,-,2.46,13.05,-,-,-,-,-,-,-,-,-,-,-,-
365.0,1907215941.0,6.52,-,-,-,n.s.,-,5.46,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-
366.0,2007709112.0,0.05,-,-,-,-,-,-,-,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-
367.0,1909630312.0,0.09,12.69,17.99,17.94,41.52,-,0.17,-,0.21,1.13,-,0.13,n.s.,n.s.,n.s.,n.s.,-,0.23,-,0.3,3.61,-
368.0,1941615933.0,1.35,9.71,10.63,10.59,13.98,-,3,-,6.61,7.49,-,-,-,-,-,-,-,-,-,-,-,-
369.0,2007408328.0,0.7,1.83,7.17,24.82,48.28,48.29,0.38,1.2,0.87,1.2,1.03,0.71,1.52,5.16,9.06,15.33,15.27,0.49,-,1.57,1.1,1.53
370.0,1943203980.0,0.45,-,-,n.s.,n.s.,-,0.27,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
371.0,1909575947.0,3.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
372.0,1943330457.0,2.28,-,-,17.14,-,-,1.43,-,-,3.89,-,-,-,-,-,-,-,-,-,-,-,-
373.0,1909269720.0,0.1,2.81,2.81,2.87,3.04,-,0.08,-,0.09,0.97,-,0.12,-,n.s.,n.s.,n.s.,-,0.18,-,0.21,n.s.,-
374.0,2007861091.0,142.26,343.43,347.97,347.97,381.13,-,7.99,-,51.09,9.47,3.88,-,-,-,-,-,-,-,-,-,0.04,-
375.0,1909546010.0,14.9,n.s.,n.s.,n.s.,n.s.,-,0.15,-,1.23,0.18,1.38,-,-,-,-,-,-,-,-,-,-,-
376.0,1907242650.0,0.88,18.39,18.39,17.53,24.11,-,1.07,-,8.78,1.24,-,0.91,-,-,-,-,-,-,-,-,-,-
377.0,2007006084.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
378.0,220102.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,-,56.16,0.09,0.07
379.0,1943347610.0,2.69,-,3.12,3.12,4.17,-,7.48,-,60.88,8.53,-,2.59,-,3.02,3.02,4.02,-,2.46,-,9.33,3.34,-
380.0,1943295881.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
381.0,1941682196.0,0.4,4.54,4.54,5.04,5.52,-,0.67,-,1.31,2.64,-,0.31,n.s.,n.s.,n.s.,n.s.,-,0.64,-,0.84,2.69,-
