unnamed_0,deal_num,pre_rev_mul_ly,pre_ebitda_mul_ly,pre_ebit_mul_ly,pre_pbt_mul_ly,pre_pat_mul_ly,pre_np_mul_ly,pre_ta_mul_ly,pre_na_mul_ly,pre_cl_mul_ly,pre_eq_mul_ly,pre_cap_mul_ly,post_rev_mul_fy,post_ebitda_mul_fy,post_ebit_mul_fy,post_pbt_mul_fy,post_pat_mul_fy,post_np_mul_fy,post_ta_mul_fy,post_na_mul_fy,post_cl_mul_fy,post_eq_mul_fy,post_cap_mul_fy
19895.0,1907208107.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19896.0,1907161684.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19897.0,1907025839.0,0.81,9.11,9.11,8.85,22.18,-,0.53,-,1.41,0.92,-,0.81,10.95,10.95,9.29,22.14,-,0.56,-,1.85,0.87,-
19898.0,1907149652.0,0.97,-,24.89,22.32,24.61,-,0.69,-,0.96,2.42,-,0.91,-,18.96,28.32,28.5,-,0.61,-,0.88,2,-
19899.0,561065.0,1.14,17.09,19.43,18.35,27.55,-,2.37,-,5.54,7.01,-,1.4,37.08,52.99,52.42,64.52,-,2.84,-,6.56,7.61,-
19900.0,1941556252.0,29.11,-,-,478.02,-,-,17.83,-,-,-,-,32.02,-,-,525.47,-,-,19.61,-,-,-,-
19901.0,1907206913.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19902.0,144009.0,-,-,-,-,-,-,-,-,-,-,-,1.75,-,-,-,-,-,-,-,-,-,1.6
19903.0,1907134893.0,0.83,-,5.71,4.76,5.6,-,0.79,-,2.7,1.16,-,0.89,-,5.39,4.78,5.62,-,0.76,-,3.63,1,-
19904.0,2007385816.0,0.31,28.97,35.2,27.11,69.1,-,0.59,-,0.71,3.74,-,0.24,32.09,36.48,31.18,41,-,0.67,-,0.82,3.61,-
19905.0,1941429689.0,0.33,4.17,5.47,5.42,7.93,-,1.2,-,1.96,3.33,-,0.36,5.27,7.5,7.41,10.99,-,1.16,-,1.88,3.25,-
19906.0,1907068039.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19907.0,1943254346.0,181.99,-,-,n.s.,-,-,1.37,-,-,1.38,-,-,-,-,-,-,-,-,-,-,-,-
19908.0,1907189464.0,2.77,11.89,19.85,19.85,26.73,-,0.79,-,3.6,1.02,-,0.72,4.8,12.76,12.64,24.68,-,0.77,-,3.39,1.01,-
19909.0,1633034953.0,0.95,n.s.,n.s.,n.s.,n.s.,-,0.66,-,1.63,1.11,-,0.47,93.61,n.s.,n.s.,n.s.,-,0.43,-,0.89,1.21,-
19910.0,1601418311.0,12.17,-,n.s.,n.s.,n.s.,-,0.34,-,4.25,0.37,1.16,23.52,-,n.s.,n.s.,n.s.,-,0.37,-,3.56,0.41,0.61
19911.0,2007508727.0,1.77,-,-,10.94,-,-,0.61,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
19912.0,2007176030.0,1.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19913.0,2007942343.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19914.0,132846.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19915.0,1907110953.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19916.0,1941344387.0,1.14,40.86,40.86,38.5,56.08,-,2.35,-,10.18,18.26,-,0.98,453.17,453.17,70.13,120.78,-,1.94,-,10.03,15.47,-
19917.0,1601319306.0,10.42,-,39.4,39.31,-,-,1.29,-,23.39,1.37,-,-,-,-,-,-,-,-,-,-,-,-
19918.0,1601051670.0,2.4,7.72,8.72,8.78,8.78,-,1.16,-,6.27,1.97,1.49,3.51,1142.1,n.s.,n.s.,n.s.,-,1.4,-,13.19,2.43,0.98
19919.0,1941402360.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19920.0,1941111010.0,15.05,121.79,121.79,12.74,13.02,-,5.12,-,61.62,5.59,-,13.7,99.95,99.95,99.58,136.55,-,5.06,-,n.s.,5.58,-
19921.0,2008031230.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19922.0,1907145645.0,4.68,-,-,227.32,-,-,24.62,-,-,-,-,1.47,-,9.15,8.65,10.01,-,3.45,-,9.07,5.56,-
19923.0,1941567379.0,44.08,n.s.,n.s.,n.s.,n.s.,-,1.03,-,4.25,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
19924.0,1941205042.0,-,-,-,-,-,-,15352.28,-,19738.76,69083.87,1.35,-,-,-,-,-,-,-,-,-,-,-
19925.0,1943143991.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19926.0,1941568861.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19927.0,1907225977.0,7.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19928.0,1943326037.0,21.84,-,-,n.s.,-,-,1.16,-,-,1.52,-,-,-,-,-,-,-,-,-,-,-,-
19929.0,1941374517.0,0.94,9.65,12.65,12.68,15.18,-,1.32,-,2.56,3.19,-,0.82,12.23,17.47,18.46,21.85,-,1.3,-,1.93,10.22,-
19930.0,1943191656.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19931.0,1907025066.0,1.82,-,n.s.,n.s.,n.s.,-,1.67,-,1.77,29.61,-,2.35,-,n.s.,n.s.,n.s.,-,2.4,-,1.77,n.s.,-
19932.0,540398.0,2.2,7.21,13.87,18.61,16.7,-,0.95,-,1.79,2.26,-,2.15,7.5,16.67,17.62,16.48,-,0.96,-,1.79,2.32,-
19933.0,1907134018.0,2.83,-,13.1,12.69,15.11,-,1.05,-,13.31,1.17,1.09,1.31,-,8.97,7.92,9.33,-,0.79,-,8.06,1.04,1.12
19934.0,2007299486.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19935.0,1943200276.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19936.0,1943152282.0,-,-,-,-,-,-,0.45,-,2.27,0.57,0.89,-,-,-,-,-,-,0.48,-,2.91,0.57,0.91
19937.0,2007487868.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19938.0,1909038158.0,1.21,18.39,19.23,18.87,18.87,-,2.4,-,3.53,7.5,-,0.45,5.23,5.39,5.64,5.64,-,1.52,-,2.7,3.5,-
19939.0,1907159252.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19940.0,2007463010.0,0.69,2.85,5.57,5.89,6.3,-,0.62,-,2.3,0.97,-,-,-,-,-,-,-,-,-,-,-,-
,,0.69,2.85,5.57,5.89,6.3,-,0.62,-,2.3,0.97,-,-,-,-,-,-,-,-,-,-,-,-
19941.0,2007025031.0,0.53,4.67,4.67,4.66,7.19,-,0.65,-,1.93,1.16,-,0.48,9.11,9.11,9.16,13.06,-,0.71,-,2.99,1.06,-
19942.0,1601435428.0,-,-,-,-,-,-,-,-,-,-,-,1.01,4.43,4.97,5.34,6.99,-,1.62,-,3.94,2.91,-
19943.0,1601457447.0,0.59,n.s.,n.s.,n.s.,n.s.,-,0.59,-,4.28,0.69,-,0.66,n.s.,n.s.,n.s.,n.s.,-,0.66,-,5.13,0.77,-
19944.0,1943185137.0,0.79,-,-,7.4,10.09,-,0.89,-,-,1.35,-,0.91,-,-,7.72,10.27,-,0.93,-,2.98,1.34,-
19945.0,1943286657.0,0.91,-,-,8.65,9.14,-,0.47,-,-,1.07,-,-,-,-,-,-,-,-,-,-,-,-
19946.0,1907162819.0,2.15,-,274.06,n.s.,1033.4,-,1.24,-,5.63,1.6,-,-,-,-,-,-,-,-,-,-,-,-
19947.0,1907206389.0,-,-,-,-,-,-,-,-,-,-,-,1.69,-,-,9.74,11.14,-,2.12,-,-,2.8,-
19948.0,1909526416.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6
19949.0,1941742049.0,59.32,n.s.,n.s.,260.22,260.22,260.22,4.33,5.67,21.66,5.67,0.69,48.54,n.s.,n.s.,1008.36,1008.36,1008.36,4.35,-,21.2,5.63,1.12
19950.0,1907192488.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19951.0,1907192164.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19952.0,1943208062.0,7.24,-,-,n.s.,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19953.0,2007421665.0,0.63,-,-,n.s.,n.s.,-,0.35,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
19954.0,1943337017.0,1.44,-,-,7.42,9.89,-,1.67,-,-,1.92,-,1.2,-,-,198.02,1666.67,-,0.95,-,-,1.46,-
19955.0,1907069339.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19956.0,2007349901.0,0.45,7.33,7.72,8.25,10.97,-,0.87,-,1.74,1.72,-,0.52,7.91,8.62,6.58,8.3,-,0.83,-,2.11,1.37,-
19957.0,2007261776.0,6.41,-,-,9.33,12.88,-,1.43,-,-,1.66,-,4.33,-,-,6.05,7.69,-,0.62,-,-,0.82,-
19958.0,2007622355.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19959.0,1943056586.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19960.0,139232.0,4.4,16,22.96,34.94,47.01,-,2.5,-,13.07,21.5,-,2.77,8.44,10.97,30.88,47.37,-,1.82,-,2.03,18.71,-
19961.0,1941711162.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19962.0,2007017097.0,5.39,19.91,22.46,23.9,27.99,-,14.35,-,37.36,56.39,-,6.57,27.12,31.32,33.11,35.89,-,9.38,-,27.22,21.93,-
19963.0,2008032503.0,0.61,2.77,3.65,3.87,5.43,-,0.52,-,1.33,1,1.33,-,-,-,-,-,-,-,-,-,1.34,-
19964.0,2007210087.0,2.05,-,-,7.59,8.08,-,1.23,-,-,2.06,-,-,-,-,-,-,-,-,-,-,-,-
19965.0,218546.0,1.56,15.59,18.05,18.65,21.18,-,4.04,-,4.85,n.s.,-,1.55,80.54,269.66,n.s.,n.s.,-,3.52,-,3.83,n.s.,-
19966.0,1601261866.0,0.61,15.77,17,17.61,21.5,-,0.47,-,0.53,5.57,-,0.58,9.37,10.05,11.14,14.6,-,0.33,-,0.37,4.48,-
19967.0,356937.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19968.0,1909017770.0,0.41,n.s.,n.s.,n.s.,n.s.,-,1,-,1.37,n.s.,-,0.4,n.s.,n.s.,n.s.,n.s.,-,0.97,-,1.22,n.s.,-
,,0.41,n.s.,n.s.,n.s.,n.s.,-,1,-,1.37,n.s.,-,0.4,n.s.,n.s.,n.s.,n.s.,-,0.97,-,1.22,n.s.,-
19969.0,1909128546.0,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,n.s.,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,n.s.,n.s.,-,-,-,-,-,-
19970.0,208123.0,0.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19971.0,66036.0,-,-,-,-,-,-,-,-,-,-,-,8.5,n.s.,n.s.,27.45,17.99,-,0.85,-,21.95,0.88,-
19972.0,156078.0,4.37,7.15,16.82,18.99,30.41,30.41,1.15,2.26,4.02,2.26,-,-,-,-,-,-,-,-,-,-,-,-
19973.0,1943238471.0,10.65,-,-,n.s.,n.s.,-,1.99,-,-,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
19974.0,1941017346.0,2.86,10.26,18.15,20.24,30.59,-,1.48,-,3.08,4.41,-,2.64,9.98,14.13,15.34,21.91,-,0.59,-,0.8,2.34,-
19975.0,2007218363.0,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19976.0,1909559626.0,n.s.,-,-,n.s.,-,-,3.19,-,-,8.42,-,-,-,-,-,-,-,-,-,-,-,-
19977.0,1943025286.0,-,-,-,-,-,-,-,-,-,-,-,15.88,-,-,n.s.,n.s.,-,8.24,-,205.65,8.68,-
19978.0,1907221240.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19979.0,2007488179.0,1.01,n.s.,n.s.,n.s.,n.s.,-,0.32,-,1.1,6.07,-,-,-,-,-,-,-,-,-,-,-,-
19980.0,1943347997.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19981.0,179168.0,1.16,10.76,52.47,505.05,n.s.,-,0.85,-,3.98,1.96,-,1.33,11.58,63.13,194.55,1515.15,-,1.05,-,3.87,1.96,-
19982.0,1633000557.0,-,-,-,-,-,-,-,-,-,-,0.72,49.35,-,-,-,-,-,-,-,-,0.72,-
19983.0,1943030767.0,21.91,-,-,n.s.,-,-,0.45,-,-,1.07,-,-,-,-,-,-,-,-,-,-,-,-
19984.0,1943254877.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19985.0,266611.0,214.78,n.s.,n.s.,9.16,9.09,-,2.81,-,45.53,2.99,-,340.21,n.s.,n.s.,70.29,76.21,-,2.69,-,39.82,2.88,-
19986.0,2007636360.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19987.0,1941140814.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19988.0,170287.0,0.63,5.36,9.89,10.3,9.83,-,0.63,-,1.67,1.07,-,0.64,7.07,16.26,16.25,19.02,-,0.64,-,1.85,1.05,-
19989.0,130577.0,-,-,-,-,-,-,-,-,-,-,-,0.67,1.44,1.56,1.58,2.23,-,0.63,-,1.91,1.21,-
19990.0,1633005944.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19991.0,2007540847.0,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19992.0,1943090916.0,0.05,6.05,13.15,n.s.,n.s.,-,0.48,-,0.58,5.51,-,-,-,-,-,-,-,-,-,-,-,-
19993.0,1633070188.0,0.95,21.85,23.55,19.26,21.29,21.29,1.03,1.22,7.54,1.22,1.96,1.21,n.s.,n.s.,n.s.,n.s.,n.s.,0.89,-,10.81,0.99,2.28
19994.0,1943268464.0,0.87,-,7.2,13.81,18.76,-,0.52,-,1.41,0.87,-,0.73,-,-,5.46,7.94,-,0.47,-,-,0.78,-
19995.0,584265.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19996.0,2007580295.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19997.0,1941287864.0,0.51,-,9.66,16.1,18.98,-,0.65,-,1.25,1.33,-,-,-,-,-,-,-,-,-,-,-,-
19998.0,558401.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19999.0,1907220910.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20000.0,1941165233.0,0.19,-,n.s.,n.s.,n.s.,-,0.12,-,0.22,n.s.,-,0.21,-,2.01,2.42,2.38,-,0.09,-,0.25,n.s.,-
20001.0,1943144351.0,0.95,-,-,n.s.,110.57,-,0.7,-,-,1.21,-,0.44,-,-,138.02,81.68,-,0.41,-,-,1.15,-
20002.0,106040.0,1.16,5.18,7.89,10.71,8.84,8.84,0.8,1.64,4.03,1.64,-,-,-,-,-,-,-,-,-,-,-,-
20003.0,1943040826.0,1.16,-,-,4.23,5.08,-,0.28,-,1.06,1,-,1.76,-,-,26.53,19.71,-,0.36,-,0.58,0.95,-
20004.0,2007724273.0,1.27,-,-,27.99,28.85,-,0.61,-,1.29,1.37,-,-,-,-,-,-,-,-,-,-,-,-
20005.0,223903.0,0.47,2.52,2.63,2.73,4.24,-,1.08,-,2.16,2.17,-,0.54,3.17,3.37,3.5,5.33,-,0.95,-,2.22,1.68,-
20006.0,1907028273.0,2.8,-,10.86,14.81,17.71,-,1.54,-,5.31,2.18,-,-,-,-,-,-,-,1.24,-,4.23,1.76,-
20007.0,1943037121.0,2.59,-,10.34,11.44,12.93,-,2.2,-,4.39,4.42,-,8.98,-,-,119.92,140.11,-,2.18,-,-,4.4,-
20008.0,1941649037.0,2.52,443.55,443.55,n.s.,n.s.,-,0.69,-,7.76,1.05,2.28,1.67,21.43,21.43,54.49,115.53,-,0.68,-,6.12,1.04,1.88
20009.0,2007245673.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20010.0,1943019046.0,1.99,-,196.8,39.7,52.94,-,1.03,-,7.4,1.2,-,-,-,-,-,-,-,-,-,-,-,-
20011.0,1601287550.0,1.14,10.53,11.76,10.2,11.33,-,2.51,-,5.21,4.94,-,0.63,4.69,4.98,3.06,3.57,-,2,-,4.22,3.83,-
20012.0,1943176669.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20013.0,1941137756.0,1.51,n.s.,n.s.,15.09,16.22,-,2.2,-,5.4,3.83,-,1.1,n.s.,n.s.,n.s.,20.64,-,1.73,-,3.85,3.23,-
20014.0,1601328714.0,0.15,3.48,64.38,n.s.,n.s.,-,0.47,-,1.87,n.s.,-,-,-,-,-,-,-,1,-,69.63,n.s.,-
20015.0,1633008640.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20016.0,200732.0,-,-,-,-,-,-,-,-,-,-,-,0.08,-,45.24,70.85,64.26,-,0.41,-,0.58,7.09,-
20017.0,2007327028.0,1.33,-,-,15.4,20.78,-,2.86,-,-,15.28,-,-,-,-,-,-,-,-,-,-,-,-
20018.0,1943059829.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20019.0,1943045103.0,2.55,42.92,42.92,38.8,47.57,-,3.06,-,6.01,18.52,-,1.95,-,-,-,-,-,-,-,-,-,-
20020.0,2007163869.0,0.35,5.01,5.24,5.32,7.1,-,0.6,-,1,1.55,-,-,-,-,-,-,-,-,-,-,-,-
20021.0,1907057188.0,0.74,-,-,10.2,-,-,2.04,-,n.s.,n.s.,-,0.58,-,-,23.21,23.47,-,0.53,-,-,1.18,-
20022.0,66610.0,2.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20023.0,519417.0,3.83,24.15,31.78,31.51,45.32,-,5.44,-,8.44,15.34,-,5.1,n.s.,n.s.,n.s.,n.s.,-,4.08,-,3.21,n.s.,-
20024.0,81842.0,-,-,-,-,-,-,-,-,-,-,-,0.93,14.53,18.14,17.18,27.9,-,1.29,-,2.64,8.3,-
20025.0,1943228373.0,0.33,-,-,13.84,13.64,-,0.52,-,-,1.18,-,0.47,-,-,66.37,52.57,-,0.53,-,-,1.22,-
20026.0,1941195046.0,-,-,-,-,-,-,-,-,-,-,-,-,-,n.s.,n.s.,-,-,1.2,-,n.s.,1.2,-
20027.0,1943275565.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20028.0,2007822258.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20029.0,1907140076.0,33.64,n.s.,n.s.,n.s.,n.s.,n.s.,0.94,0.99,26.23,0.99,-,-,-,-,-,-,-,-,-,-,-,-
20030.0,1601481524.0,13.41,n.s.,n.s.,n.s.,n.s.,-,2.82,-,12.29,4.66,-,14.18,n.s.,n.s.,n.s.,n.s.,-,5.33,-,14.56,15.35,-
20031.0,1907174812.0,0.22,9.36,15.35,12.61,16.01,-,0.65,-,2.98,0.86,-,0.23,14.3,39.65,37.16,57.15,-,0.68,-,3.14,0.91,-
20032.0,2007087197.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20033.0,2007273803.0,0.35,6.8,9.78,10.85,16,-,0.77,-,4.36,1.17,1.5,-,-,-,-,-,-,-,-,-,-,-
20034.0,1907078124.0,1.75,-,-,5.53,-,-,1.1,-,-,-,-,2.6,-,22.07,14.15,16.06,-,19.58,-,4.53,2.55,-
20035.0,1943132953.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20036.0,1943058805.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20037.0,377084.0,11.77,-,22.62,-,44.03,-,0.48,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20038.0,1943258869.0,20.58,-,-,16.31,-,-,0.96,-,-,0.96,-,-,-,-,-,-,-,-,-,-,-,-
20039.0,2007535621.0,23.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20040.0,1600003972.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20041.0,1943017238.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20042.0,1907171655.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20043.0,1907167416.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20044.0,2007075761.0,4.54,-,158.58,158.9,385.13,-,7.02,-,15.46,14.35,-,11.41,-,n.s.,n.s.,n.s.,-,18.33,-,58.46,26.7,-
20045.0,1000006200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20046.0,2007021239.0,14.22,-,-,-,1020.3,-,2.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20047.0,1943055620.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20048.0,2007194310.0,166.4,n.s.,n.s.,n.s.,n.s.,-,0.84,-,8.95,1.91,0.78,-,-,-,-,-,-,-,-,-,-,-
20049.0,1907145737.0,0.44,-,21.72,24.44,25.63,-,0.55,-,1.02,1.19,-,0.4,-,-,6,-,-,0.55,-,-,1.23,-
20050.0,2007177252.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20051.0,1603005024.0,0.21,-,1.51,7.21,7.21,-,0.24,-,0.61,0.43,-,0.22,-,1.3,1.35,-,-,0.2,-,-,0.35,-
20052.0,1907172649.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20053.0,1941465783.0,5,n.s.,n.s.,n.s.,n.s.,-,5.16,-,8.24,16.6,-,4.32,25.69,28.7,29.32,36.18,-,6.07,-,13.52,11.38,-
20054.0,1601108624.0,0.26,n.s.,n.s.,n.s.,n.s.,-,0.18,-,0.21,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
20055.0,118540.0,1,-,-,-,-,-,-,-,-,-,-,1.67,-,-,-,-,-,-,-,-,-,-
20056.0,1943113911.0,1.11,-,4.63,5.15,6.87,-,0.97,-,8.52,1.1,-,-,-,-,-,-,-,-,-,-,-,-
20057.0,1943316963.0,0.72,-,-,3.73,3.73,-,0.92,-,0.92,n.s.,-,-,-,-,-,-,-,-,-,-,-,-
20058.0,1909258653.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20059.0,1943292193.0,27.35,-,-,73.23,-,-,15.44,-,-,16.42,-,-,-,-,-,-,-,-,-,-,-,-
20060.0,1601025702.0,6.07,49.94,72.79,23.09,27.22,-,1.79,-,3.72,3.56,-,6.49,39.18,50.56,17.86,19.98,-,2.03,-,5.4,3.34,-
20061.0,1943055747.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20062.0,257560.0,2.73,n.s.,n.s.,n.s.,n.s.,-,4.86,-,9.33,n.s.,-,2.48,n.s.,n.s.,n.s.,n.s.,-,5.01,-,8.85,n.s.,-
20063.0,1601232859.0,-,-,-,-,-,-,-,-,-,-,1.72,35.36,-,-,n.s.,n.s.,-,-,-,3.42,2.09,1.4
20064.0,1633026228.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20065.0,2007246464.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20066.0,370440.0,1.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20067.0,1943206242.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20068.0,1943206240.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20069.0,2007509167.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20070.0,1943077103.0,1.75,-,-,13.92,-,-,0.09,-,-,0.26,-,-,-,-,-,-,-,-,-,-,-,-
20071.0,1633077069.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20072.0,1907059569.0,2.13,n.s.,n.s.,n.s.,n.s.,n.s.,0.52,0.63,3.28,0.63,1.34,-,-,-,-,-,-,-,-,-,0,-
20073.0,1943207098.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20074.0,2007145336.0,2.2,6.9,7.69,7.9,10.65,-,3.52,-,8.51,7.49,-,1.7,8.6,11.23,12.69,17.33,-,2.04,-,4.61,5.23,-
20075.0,2007668462.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20076.0,1941263173.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20077.0,1943251800.0,5.11,-,-,n.s.,-,-,0.85,-,-,1.32,-,-,-,-,-,-,-,-,-,-,-,-
20078.0,1633039879.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20079.0,1943046749.0,1.69,7.24,7.25,6.99,9.22,-,1.52,-,10.39,1.85,-,-,-,-,-,-,-,-,-,-,-,-
20080.0,1633090437.0,1.74,14.9,15.89,15.29,20.59,-,2.5,-,9.23,3.44,-,1.72,14.92,16.89,16.61,21.49,-,2.55,-,12.59,3.2,-
20081.0,96827.0,-,-,-,-,-,-,-,-,-,-,-,-,-,273.33,69.26,-,-,13.46,-,n.s.,13.46,-
20082.0,1941265958.0,1.79,-,-,14.04,-,-,0.25,-,-,1.38,-,-,-,-,-,-,-,-,-,-,-,-
20083.0,509476.0,0.9,2.74,7.72,12.85,19.83,-,0.43,-,0.81,1,-,0.8,3.87,6.89,11.25,16.71,-,0.4,-,0.73,0.94,-
