unnamed__0,deal_num,pre_deal_tar_rev_rev_last_avail_yr,pre_deal_tar_ebitda_last_avail_yr,pre_deal_tar_ebit_last_avail_yr,pre_deal_tar_pbt_last_avail_yr,pre_deal_tar_pat_last_avail_yr,pre_deal_tar_np_last_avail_yr,pre_deal_tar_ta_last_avail_yr,pre_deal_tar_na_last_avail_yr,pre_deal_tar_current_liabilities_last_avail_yr,pre_deal_tar_eq_last_avail_yr,pre_deal_tar_cap,pre_deal_acq_rev_rev_last_avail_yr,pre_deal_acq_ebitda_last_avail_yr,pre_deal_acq_ebit_last_avail_yr,pre_deal_acq_pbt_last_avail_yr,pre_deal_acq_pat_last_avail_yr,pre_deal_acq_np_last_avail_yr,pre_deal_acq_ta_last_avail_yr,pre_deal_acq_na_last_avail_yr,pre_deal_acq_current_liabilities_last_avail_yr,pre_deal_acq_eq_last_avail_yr,pre_deal_acq_cap,pre_deal_ven_rev_rev_last_avail_yr,pre_deal_ven_ebitda_last_avail_yr,pre_deal_ven_ebit_last_avail_yr,pre_deal_ven_pbt_last_avail_yr,pre_deal_ven_pat_last_avail_yr,pre_deal_ven_np_last_avail_yr,pre_deal_ven_ta_last_avail_yr,pre_deal_ven_na_last_avail_yr,pre_deal_ven_current_liabilities_last_avail_yr,pre_deal_ven_eq_last_avail_yr,pre_deal_ven_cap,post_deal_tar_rev_rev_1st_avail_yr,post_deal_tar_ebitda_1st_avail_yr,post_deal_tar_ebit_1st_avail_yr,post_deal_tar_pbt_1st_avail_yr,post_deal_tar_pat_1st_avail_yr,post_deal_tar_np_1st_avail_yr,post_deal_tar_ta_1st_avail_yr,post_deal_tar_na_1st_avail_yr,post_deal_tar_current_liabilities_1st_avail_yr,post_deal_tar_shareholder_funds_1st_avail_yr,post_deal_tar_cap,post_deal_acq_rev_rev_1st_avail_yr,post_deal_acq_ebitda_1st_avail_yr,post_deal_acq_ebit_1st_avail_yr,post_deal_acq_pbt_1st_avail_yr,post_deal_acq_pat_1st_avail_yr,post_deal_acq_np_1st_avail_yr,post_deal_acq_ta_1st_avail_yr,post_deal_acq_na_1st_avail_yr,post_deal_acq_shareholder_funds_1st_avail_yr,post_deal_acq_cap,post_deal_ven_rev_rev_1st_avail_yr,post_deal_ven_ebitda_1st_avail_yr,post_deal_ven_ebit_1st_avail_yr,post_deal_ven_pbt_1st_avail_yr,post_deal_ven_pat_1st_avail_yr,post_deal_ven_np_1st_avail_yr,post_deal_ven_ta_1st_avail_yr,post_deal_ven_na_1st_avail_yr,post_deal_ven_shareholder_funds_1st_avail_yr,post_deal_ven_cap,tar_name,tar_bvd_id_num,tar_orbis_id_num,acq_name,acq_bvd_id_num,acq_orbis_id_num,ven_name,ven_bvd_id_num,ven_orbis_id_num
1.0,457819.0,4033.9729674056,-160.357476746581,-168.914100999857,-168.597188990477,-180.164477332869,n.a.,250.835855424741,n.a.,228.96892677748,22.0253846519514,n.a.,n.a.,n.a.,-78.8495238095238,-47.8685714285714,n.a.,n.a.,4005.86476190476,n.a.,293.167619047619,3712.69714285714,13539.2773561905,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,TELESUPERCOM AS,NO984668902,9341755.0,TOWER PLC,GB05159777,012650015,,,
2.0,1600000252.0,257.501660327235,80.6013403368955,79.9975849785667,68.8281108494838,50.7154500996196,n.a.,105.657187707541,n.a.,10.8675964499185,94.7895912576224,n.a.,95521.3427519169,8678.37952061825,7136.69021312564,6807.03978747811,4698.1223208356,4445.75258105416,72557.2058202016,53752.6414296927,17511.3204129687,52407.1726136569,49231.842927006,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,107547.545734468,7476.90635754392,6087.66527802934,5998.61136267584,4272.77667089295,3845.92163255449,76903.9425224899,n.a.,53955.5032300912,28080.3832928817,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,MESINIAGA-SCS SDN BHD,MY198717-U,49638570.0,MESINIAGA BHD,MY79244-V,007088529,,,
3.0,1941501945.0,169.608768173901,n.a.,n.a.,2.17633149923739,n.a.,n.a.,108.381308662022,n.a.,n.a.,n.a.,n.a.,71950.9702524543,10646.1784279695,10094.8411148293,7826.52333755751,6699.32870971915,6314.40821188737,55790.9834267836,30739.5217165952,21771.2948745378,30739.5217165952,n.a.,805.823009784298,n.a.,-1460.17334722167,-3835.27645672275,-3835.27645672275,n.a.,59089.8667133276,n.a.,24691.3513914479,10096.1469137289,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,69539.5949512993,5745.66024675333,5148.32979459597,2413.69672142088,1748.3196377207,1910.23870126397,59949.8078330596,n.a.,32066.2133985303,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"LUOYANG ZHONGYUAN KANGCHENG GROUP KANGQIAO PROPERTY MANAGEMENT CO., LTD",CN9366943009,269880224.0,"SOKE PROPERTY DEVELOPMENT CO., LTD",CN43947PC,282693562,"LUOYANG KANGDU PROPERTY CO., LTD",CN9362484073,284037741
4.0,1943026165.0,10490.9346332392,n.a.,-1165.89136396375,-1399.09051318084,-1402.52563391397,n.a.,5060.54964334215,n.a.,5052.05673434727,-459.176953467588,n.a.,46843.8684235396,-2755.3843564545,-4467.32706701228,-5954.62047305062,-5976.95824709973,-5976.95824709973,36851.9847142668,19904.9209595081,11776.5428015376,19904.9209595081,86150.4651551526,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,36088.1068582006,n.a.,2952.57167367652,3047.30319378371,2749.44406479997,n.a.,14996.3991318162,n.a.,9274.60772591479,1179.33767909867,n.a.,47327.0437757201,1440.58715120836,1132.31827790352,1546.3641976508,1526.31334099584,1526.31334099584,40540.8014496038,n.a.,29274.2317376787,58081.1115039019,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,JENESIS HOLDINGS LTD,JP9040001075830,136897241.0,NEOS CORPORATION,JP6010001087526,053426330,MR JUNICHI FUJIOKA,,
5.0,1941503865.0,1967.81340312652,200.538050421629,142.700930758248,146.484667558656,122.160645270318,n.a.,1509.98125027714,n.a.,180.268031848014,900.259091582811,1602.26986863623,138.91719395784,-67.0261947500862,-68.1072624073456,-29.9996274889499,-29.9996274889499,n.a.,1339.98336117309,n.a.,245.942892026526,1094.04046914657,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1993.75902690075,193.511110649442,139.998261615099,165.403351560697,140.809062358044,n.a.,1544.03488148082,n.a.,187.294971620201,982.960767363159,1675.10024644982,294.050402774572,48.6480445766755,47.566976919416,92.4312846956834,92.4312846956834,n.a.,1485.11669416018,n.a.,1186.47175384225,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ABAK SA,PL510537225,83727079.0,PROFESCAPITAL SP ZOO,PL932019110,078968455,MS EWA STOLARCZYK,,
6.0,1943325131.0,79.3108091527756,n.a.,-6.37163140295593,-6.37163140295593,-6.37163140295593,n.a.,31.683591770863,n.a.,0.378224695152635,31.2471786610715,n.a.,7540.5493704288,n.a.,-345.842842406105,-507.141127785044,-507.141127785044,n.a.,7076.67132892776,n.a.,4404.51385767439,2196.43808737331,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,106.892117691599,n.a.,3.84043536616522,3.84043536616522,3.84043536616522,n.a.,35.7276865882643,n.a.,0.610978353708102,35.1167082345562,n.a.,9483.6641946718,n.a.,-181.722418917181,-305.314611610135,-305.314611610135,n.a.,7171.43116216715,n.a.,1891.12347576317,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BILLION WELLNESS CO., LTD",TH0125563003387,510612501.0,"STAR GAS CO., LTD",TH0105553111519,237469285,MS CHATCHA KUNNIRONG,,
,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,MR MONTHEP MAPIAM,,,MR ADUL PROMRAK,,
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,MS THANYARAT CHAIYAN,,
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,MS WIPHAWAN KANSATHIT,,
7.0,1601076399.0,170795.721840192,n.a.,22083.236690685,22140.8472694718,16871.2107759543,n.a.,84755.4557448365,n.a.,20606.4540399238,45116.5127511135,n.a.,38947.2382739932,n.a.,26076.0905372846,-15079.679181635,-12035.5110135834,-12035.5110135834,1169583.68373725,460154.361116897,262251.319379134,460154.361116897,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,96254.9050449864,n.a.,2419.70727143048,2553.43936907349,2281.1900328172,n.a.,77994.2404409786,n.a.,20470.8330708452,46471.242825942,n.a.,15564.6154415439,n.a.,9914.11950422095,224.964587984209,6.79993716828842,6.79993716828842,1063940.39507097,n.a.,459796.986641274,1657199.73875545,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,PROIZVODSTVENNOE OBYEDINENIE BARRIKADA OAO,RU03984346,6088449.0,GRUPPA LSR OAO,RU11161516,041532533,,,
