unnamed_0,deal_num,deal_type,deal_struct,deal_fin,deal_pay_method,deal_pay_method_val_usd,deal_status,rumour_d,announced_d,expected_comp_d,assumed_comp_d,completed_d,postponed_d,withdrawn_d,last_deal_status_d,last_deal_val_up_d,last_deal_status_up_d,last_pct_stake_up_d,last_acq_tar_ven_up_d,last_advisor_up_d,last_comment_up_d,last_up,rumour_d_yr,announced_d_yr,expected_comp_d_yr,assumed_comp_d_yr,completed_d_yr,postponed_d_yr,withdrawn_d_yr,last_deal_status_d_yr,last_deal_val_up_d_yr,last_deal_status_up_d_yr,last_pct_stake_up_d_yr,last_acq_tar_ven_up_d_yr,last_advisor_up_d_yr,last_comment_up_d_yr,last_up_yr
12598.0,1907240641.0,Acquisition 61.73%,,,,n.a.,Completed,42991.0,42991.0,,,42993.0,,,42993.0,42996.0,42996.0,42996.0,42996.0,,42996.0,42996.0,2017.0,2017.0,,,2017.0,,,2017.0,2017.0,2017.0,2017.0,2017.0,,2017.0,2017.0
12599.0,1601223992.0,Acquisition increased from 100% to 100%,,Private placing,Cash,71295.0517703574,Completed,40473.0,40473.0,,,40473.0,,,40473.0,,,,,,,,2010.0,2010.0,,,2010.0,,,2010.0,,,,,,,
,,,,Capital Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12600.0,2007872297.0,Acquisition increased from 2.13% to 100% Bid 2-Increased Bid,Public takeover,,Cash,71289.3836198244,Completed,45637.0,45720.0,,,45736.0,,,45736.0,,,,,,,,2024.0,2025.0,,,2025.0,,,2025.0,,,,,,,
,,,Patent sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12601.0,2007193941.0,Acquisition 100%,Patent sale,Capital increase - vendor placing,Shares,71273.9455681142,Completed,45119.0,45119.0,,,45199.0,,,45199.0,,45204.0,,,,45204.0,45204.0,2023.0,2023.0,,,2023.0,,,2023.0,,2023.0,,,,2023.0,2023.0
12602.0,1907134807.0,Acquisition 100%,Exit - new stake,Capital increase - vendor placing,Shares,54355.0229179674,Completed,42374.0,42374.0,,,42520.0,,,42520.0,,42523.0,,,42528.0,42523.0,42528.0,2016.0,2016.0,,,2016.0,,,2016.0,,2016.0,,,2016.0,2016.0,2016.0
,,,Patent sale,,Cash,16911.4803027304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12603.0,1907160777.0,Acquisition 100%,Patent sale,Capital increase - vendor placing,Cash,42753.0008706736,Withdrawn,42529.0,42529.0,,,,,42661.0,42661.0,,42661.0,,,,42661.0,42661.0,2016.0,2016.0,,,,,2016.0,2016.0,,2016.0,,,,2016.0,2016.0
,,,,,Shares,28502.0005804491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12604.0,1907226156.0,Acquisition increased from 43.9% to 86.85%,Public takeover - Unsuccessful,,Cash,71228.383831097,Completed,42907.0,42948.0,,,42983.0,,,42983.0,43006.0,43006.0,43006.0,42949.0,42949.0,43006.0,43006.0,2017.0,2017.0,,,2017.0,,,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0
12605.0,2007970956.0,Acquisition 100%,Debt & cash free basis,Capital increase - vendor placing,Cash,n.a.,Completed,45790.0,45790.0,,45838.0,45839.0,,,45839.0,,,,,,,,2025.0,2025.0,,2025.0,2025.0,,,2025.0,,,,,,,
,,,,,Shares,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12606.0,2007609303.0,Acquisition 100%,,New bank facilities,Shares,n.a.,Completed,45482.0,45482.0,,,45688.0,,,45688.0,45485.0,45485.0,,45485.0,45485.0,,45485.0,2024.0,2024.0,,,2025.0,,,2025.0,2024.0,2024.0,,2024.0,2024.0,,2024.0
,,,,Capital increase - vendor placing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Leverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12607.0,146318.0,Acquisition 100%,,,,n.a.,Completed,37642.0,37642.0,,,37684.0,,,37684.0,37694.0,37694.0,37694.0,37694.0,37694.0,37694.0,37694.0,2003.0,2003.0,,,2003.0,,,2003.0,2003.0,2003.0,2003.0,2003.0,2003.0,2003.0,2003.0
12608.0,101223.0,Acquisition 100%,Public takeover - Withdrawn,,Shares,n.a.,Withdrawn,37189.0,37189.0,,,,,37306.0,37306.0,,,,,,,,2001.0,2001.0,,,,,2002.0,2002.0,,,,,,,
,,,Recommended bid,,Cash,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Public takeover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12609.0,1943040588.0,Acquisition increased from 90.44% to 98.44%,,,Cash,71199.8838928462,Completed Assumed,43277.0,43277.0,,44008.0,,,,44008.0,,43279.0,,,43279.0,,43279.0,2018.0,2018.0,,2020.0,,,,2020.0,,2018.0,,,2018.0,,2018.0
,,,,,Cash Reserves,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12610.0,1909481068.0,Acquisition 50%,Patent sale,,,n.a.,Withdrawn,42613.0,42837.0,,,,,44271.0,44271.0,43483.0,44272.0,42943.0,43902.0,43902.0,44272.0,44272.0,2016.0,2017.0,,,,,2021.0,2021.0,2019.0,2021.0,2017.0,2020.0,2020.0,2021.0,2021.0
,,,Privatisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12611.0,59086.0,Acquisition 100%,,,Cash,71188.2757345531,Completed,36595.0,36630.0,,,36644.0,,,36644.0,39931.0,,,,,,39931.0,2000.0,2000.0,,,2000.0,,,2000.0,2009.0,,,,,,2009.0
,,,,,Deferred payment,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12612.0,1907179991.0,Acquisition 100%,Patent sale,Capital increase - vendor placing,Cash,28475.196996421,Completed,42671.0,42671.0,,,42844.0,,,42844.0,,42844.0,,,,42844.0,42844.0,2016.0,2016.0,,,2017.0,,,2017.0,,2017.0,,,,2017.0,2017.0
,,,,,Shares,42712.7954946316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12613.0,2007659639.0,Acquisition unknown majority stake %,Exit,Private Equity,,n.a.,Completed,45523.0,45523.0,,,45523.0,,,45523.0,,,,45590.0,45590.0,,45590.0,2024.0,2024.0,,,2024.0,,,2024.0,,,,2024.0,2024.0,,2024.0
,,,Secondary buy-out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12614.0,1909600770.0,Acquisition increased from 10.431% to 100% - Bid 2 - Increased offer,Recommended bid,,Cash,71171.5258958352,Completed,42719.0,42719.0,,,42908.0,,,42908.0,,,,,,,,2016.0,2016.0,,,2017.0,,,2017.0,,,,,,,
,,,Patent sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Scheme of arrangement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Public takeover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Debt & cash free basis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12615.0,1941713767.0,Acquisition 100%,Patent sale,Capital increase - vendor placing,Cash,35585.5689840496,Completed Assumed,44680.0,44680.0,,45411.0,,,,45411.0,,,,44755.0,,,44755.0,2022.0,2022.0,,2024.0,,,,2024.0,,,,2022.0,,,2022.0
,,,,,Shares,35585.5689840496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12616.0,1943157004.0,Acquisition increased from 50.46% to 52.73%,Restructuring,,,n.a.,Completed,43823.0,43823.0,,,43985.0,,,43985.0,,43985.0,,43985.0,,43985.0,43985.0,2019.0,2019.0,,,2020.0,,,2020.0,,2020.0,,2020.0,,2020.0,2020.0
12617.0,1943236366.0,Acquisition increased from 100% to 100%,,Capital Injection,Cash,71140.1424896921,Completed Assumed,44229.0,44229.0,,44959.0,,,,44959.0,,,,,,,,2021.0,2021.0,,2023.0,,,,2023.0,,,,,,,
,,,,Capital increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12618.0,329210.0,Acquisition 100%,Exit,New bank facilities,Cash,55113.6689547045,Completed,38434.0,38434.0,,,38472.0,,,38472.0,42650.0,42650.0,,42650.0,42650.0,42650.0,42650.0,2005.0,2005.0,,,2005.0,,,2005.0,2016.0,2016.0,,2016.0,2016.0,2016.0,2016.0
,,,,,Liabilities,16013.0781438213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12619.0,1909522386.0,Acquisition 100%,Patent sale,,Cash,71120.7428128628,Completed,42725.0,42725.0,,,42725.0,,,42725.0,,,,,42937.0,,42937.0,2016.0,2016.0,,,2016.0,,,2016.0,,,,,2017.0,,2017.0
,,,Debt & cash free basis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12620.0,125801.0,Acquisition 100% - Bid 1,Contested bid,,Cash,71100,Withdrawn,37466.0,37466.0,,,,,37470.0,37470.0,,,,,40235.0,,40235.0,2002.0,2002.0,,,,,2002.0,2002.0,,,,,2010.0,,2010.0
,,,Public takeover,,Liabilities,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Public takeover - Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12621.0,1941558570.0,Acquisition 100%,,,,n.a.,Completed,44382.0,44382.0,,,44382.0,,,44382.0,,,,44396.0,,,44396.0,2021.0,2021.0,,,2021.0,,,2021.0,,,,2021.0,,,2021.0
12622.0,1909536646.0,Acquisition 100%,Patent sale,,Cash,14953.7927803088,Completed,42766.0,42766.0,,,42766.0,,,42766.0,,,,,43042.0,,43042.0,2017.0,2017.0,,,2017.0,,,2017.0,,,,,2017.0,,2017.0
12623.0,1907057317.0,Acquisition increased from 100% to 100%,,Capital increase,Cash,71018.0936411247,Completed,41842.0,41842.0,,,41859.0,,,41859.0,,,,,,,,2014.0,2014.0,,,2014.0,,,2014.0,,,,,,,
,,,,Capital Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624.0,1907027846.0,Acquisition,,,Cash,71016.9755489799,Completed,41661.0,41668.0,,,41820.0,,,41820.0,41745.0,41821.0,41745.0,41745.0,41745.0,41821.0,41821.0,2014.0,2014.0,,,2014.0,,,2014.0,2014.0,2014.0,2014.0,2014.0,2014.0,2014.0,2014.0
,,,,,Liabilities,16819.8099984426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625.0,1601383730.0,Acquisition 100%,Patent sale,,,n.a.,Completed,41093.0,41093.0,,,41180.0,,,41180.0,,41183.0,,,42963.0,43599.0,43599.0,2012.0,2012.0,,,2012.0,,,2012.0,,2012.0,,,2017.0,2019.0,2019.0
12626.0,1943321047.0,Acquisition 100%,Exit - new stake,Capital increase - vendor placing,Cash,21133.9834445334,Withdrawn,44659.0,44659.0,,,,,45204.0,45204.0,,45205.0,,,44972.0,44999.0,45205.0,2022.0,2022.0,,,,,2023.0,2023.0,,2023.0,,,2023.0,2023.0,2023.0
,,,Reverse take-over,,Shares,49876.2009290989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12627.0,2007708388.0,Acquisition 100%,,,Cash,71000,Completed,45561.0,45561.0,,,45611.0,,,45611.0,45565.0,45565.0,,45565.0,45565.0,45565.0,45565.0,2024.0,2024.0,,,2024.0,,,2024.0,2024.0,2024.0,,2024.0,2024.0,2024.0,2024.0
12628.0,220703.0,Acquisition increased from 39.9% to 50.1%,,,Cash,71000,Completed,37999.0,37999.0,,,37999.0,,,37999.0,,,,,38335.0,,38335.0,2004.0,2004.0,,,2004.0,,,2004.0,,,,,2004.0,,2004.0
12629.0,1633120128.0,Acquisition increased from 55% to 75%,Patent sale,,,n.a.,Completed Assumed,41346.0,41346.0,,42076.0,,,,42076.0,,,,,,,,2013.0,2013.0,,2015.0,,,,2015.0,,,,,,,
12630.0,54155.0,Acquisition 100%,,New bank facilities,Shares,n.a.,Completed,36507.0,36507.0,,,36644.0,,,36644.0,39931.0,,39931.0,,,,39931.0,1999.0,1999.0,,,2000.0,,,2000.0,2009.0,,2009.0,,,,2009.0
,,,,Capital increase - vendor placing,Cash,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12631.0,442970.0,Acquisition increased from 51% to 97.5%,,Capital increase - vendor placing,Shares,n.a.,Completed Assumed,38849.0,38849.0,,39580.0,,,,39580.0,,,,,,,,2006.0,2006.0,,2008.0,,,,2008.0,,,,,,,
,,,,,Cash,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12632.0,2007162437.0,Acquisition increased from 51% to 63%,,,Cash,70966.1516084448,Completed Assumed,45076.0,45076.0,,45807.0,,,,45807.0,,,,,,,,2023.0,2023.0,,2025.0,,,,2025.0,,,,,,,
,,,,,Cash Reserves,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12633.0,1909322754.0,Acquisition 100%,Patent sale,Capital increase - vendor placing,Cash,54022.1756316305,Completed,42356.0,42356.0,,,42389.0,,,42389.0,,42405.0,,,42382.0,42405.0,42405.0,2015.0,2015.0,,,2016.0,,,2016.0,,2016.0,,,2016.0,2016.0,2016.0
,,,,,Shares,16916.0347937429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12634.0,109285.0,Acquisition 100%,Public takeover,Capital increase - vendor placing,Shares,n.a.,Completed,36979.0,36979.0,,,37012.0,,,37012.0,,,,,,,,2001.0,2001.0,,,2001.0,,,2001.0,,,,,,,
,,,Recommended bid,,Cash,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12635.0,1909034412.0,Acquisition increased from 7.8% to 100%,Public takeover,,Cash,70902.2800844434,Withdrawn,41571.0,41586.0,,,,,41660.0,41660.0,,,,,,,41638.0,2013.0,2013.0,,,,,2014.0,2014.0,,,,,,,2013.0
,,,Contested bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hostile bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Public takeover - Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12636.0,1943302466.0,Acquisition 100%,Restructuring,,,n.a.,Completed Assumed,44547.0,44547.0,,45277.0,,,,45277.0,,,,,,,,2021.0,2021.0,,2023.0,,,,2023.0,,,,,,,
12637.0,1601122645.0,Acquisition increased from 58.2% to 90%,Tender offer,,Cash,70894.0449438202,Completed Assumed,39983.0,39983.0,,40828.0,,,,40828.0,41550.0,,,,,40098.0,41550.0,2009.0,2009.0,,2011.0,,,,2011.0,2013.0,,,,,2009.0,2013.0
12638.0,1943229112.0,Acquisition increased from 100% to 100%,Restructuring,Capital increase - converted debt,Converted Debt,n.a.,Completed Assumed,44189.0,44189.0,,44919.0,,,,44919.0,,,,,,,,2020.0,2020.0,,2022.0,,,,2022.0,,,,,,,
12639.0,1943050644.0,Acquisition increased from 71.03% to 85.29%,Hostile bid,Leverage,Cash Reserves,n.a.,Completed,43327.0,43346.0,,,43437.0,,,43437.0,43570.0,43570.0,,,43537.0,43570.0,43570.0,2018.0,2018.0,,,2018.0,,,2018.0,2019.0,2019.0,,,2019.0,2019.0,2019.0
,,,Public takeover - Unsuccessful,New bank facilities,Cash,70863.7306459918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12640.0,2007658319.0,Acquisition increased from 55.921% to 100%,Patent sale,,Cash,70862.4870127516,Pending - awaiting regulatory approval,45520.0,45520.0,,,,,,45520.0,,,,,,,,2024.0,2024.0,,,,,,2024.0,,,,,,,
,,,,,Cash Reserves,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12641.0,166149.0,Acquisition 100%,,,Cash,70848.5476047741,Completed Assumed,37610.0,37610.0,,38815.0,,,,38815.0,,,,,,38085.0,38085.0,2002.0,2002.0,,2006.0,,,,2006.0,,,,,,2004.0,2004.0
12642.0,2007836616.0,Acquisition increased from 95% to 100%,,,Cash,70832.2139047509,Rumour,45687.0,,,,,,,45687.0,,,,,,,,2025.0,,,,,,,2025.0,,,,,,,
12643.0,1943300764.0,Acquisition 100%,,Capital increase - vendor placing,Deferred payment,n.a.,Withdrawn,44537.0,44537.0,,,,,44810.0,44810.0,,45289.0,,,,45289.0,45289.0,2021.0,2021.0,,,,,2022.0,2022.0,,2023.0,,,,2023.0,2023.0
,,,,,Liabilities,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Shares,21272.7413780712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Cash,49552.9740336247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12644.0,2007126789.0,Acquisition increased from 82.75% to 100%,Public takeover,Capital increase - vendor placing,Shares,70824.3828504957,Completed,45014.0,45226.0,,,45280.0,,,45280.0,45226.0,45286.0,,45281.0,45210.0,45281.0,45286.0,2023.0,2023.0,,,2023.0,,,2023.0,2023.0,2023.0,,2023.0,2023.0,2023.0,2023.0
,,,Restructuring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645.0,1941060642.0,Acquisition 100%,Patent sale,,Liabilities,n.a.,Completed,43182.0,43182.0,,,43265.0,,,43265.0,,43294.0,,,43194.0,43294.0,43294.0,2018.0,2018.0,,,2018.0,,,2018.0,,2018.0,,,2018.0,2018.0,2018.0
,,,Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12646.0,1943075857.0,Acquisition 51%,,,Cash,70775.0302520901,Completed Assumed,43452.0,43452.0,,44183.0,,,,44183.0,,,,,,,,2018.0,2018.0,,2020.0,,,,2020.0,,,,,,,
12647.0,2007207470.0,Acquisition increased from 60.04% to 100%,,Capital increase - vendor placing,Shares,70757.4212639569,Completed,45134.0,45134.0,,,45448.0,,,45448.0,,45449.0,,,45175.0,45449.0,45449.0,2023.0,2023.0,,,2024.0,,,2024.0,,2024.0,,,2023.0,2024.0,2024.0
12648.0,332247.0,Acquisition increased from 46.06% to 59.51%,,,,n.a.,Completed,38442.0,38442.0,,,38903.0,,,38903.0,,39090.0,,,39090.0,,39090.0,2005.0,2005.0,,,2006.0,,,2006.0,,2007.0,,,2007.0,,2007.0
12649.0,511006.0,Acquisition increased from 80% to 90%,,,,n.a.,Completed,39105.0,39105.0,,,39629.0,,,39629.0,39773.0,39773.0,39773.0,,39115.0,39773.0,39773.0,2007.0,2007.0,,,2008.0,,,2008.0,2008.0,2008.0,2008.0,,2007.0,2008.0,2008.0
12650.0,1907072242.0,Acquisition 100%,,Capital increase - vendor placing,Shares,53107.9907617877,Completed Assumed,41955.0,41955.0,,42686.0,,,,42686.0,,,,44011.0,,,44011.0,2014.0,2014.0,,2016.0,,,,2016.0,,,,2020.0,,,2020.0
,,,,,Cash,17604.8588160622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12651.0,1941598320.0,Acquisition increased from 100% to 100%,,Capital increase,Cash,70689.7328033908,Completed,44334.0,44334.0,,,44334.0,,,44334.0,,,,,,,,2021.0,2021.0,,,2021.0,,,2021.0,,,,,,,
,,,,Capital Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12652.0,78379.0,Acquisition remaining 92.4%,Public takeover - Withdrawn,,Cash,70677.4059163297,Withdrawn,36846.0,36846.0,,,,,36908.0,36908.0,,,,,,,,2000.0,2000.0,,,,,2001.0,2001.0,,,,,,,
,,,Public takeover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Recommended bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12653.0,1907022628.0,Acquisition 98.734%,Administration,Capital increase - converted debt,Converted Debt,n.a.,Completed,41625.0,41625.0,,,41638.0,,,41638.0,,42353.0,,42353.0,,42353.0,42353.0,2013.0,2013.0,,,2013.0,,,2013.0,,2015.0,,2015.0,,2015.0,2015.0
12654.0,1943071193.0,Acquisition 67.43%,Patent sale,,Cash,70662.6374376029,Completed Assumed,43424.0,43424.0,,44155.0,,,,44155.0,,,,,,,,2018.0,2018.0,,2020.0,,,,2020.0,,,,,,,
,,,Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12655.0,1943103000.0,Acquisition increased from 100% to 100%,Restructuring,Capital increase - converted debt,Converted Debt,n.a.,Completed Assumed,43573.0,43573.0,,44304.0,,,,44304.0,,,,,,,,2019.0,2019.0,,2021.0,,,,2021.0,,,,,,,
12656.0,2007635023.0,Acquisition 100%,Patent sale,,Cash,70643.7360972223,Completed Assumed,45503.0,45644.0,,,,,,45644.0,,,,,,,,2024.0,2024.0,,,,,,2024.0,,,,,,,
,,,,,Liabilities,32947.0706519135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12657.0,1909167825.0,Acquisition increased from 100% to 100%,,Capital Injection,Cash,70642.7495065392,Completed,41957.0,41957.0,,,41957.0,,,41957.0,,,,,,,,2014.0,2014.0,,,2014.0,,,2014.0,,,,,,,
,,,,Capital increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12658.0,1943029624.0,Acquisition increased from 100% to 100%,,Capital increase,Cash,70638.7798493374,Completed Assumed,43187.0,43187.0,,43918.0,,,,43918.0,,,,,,,,2018.0,2018.0,,2020.0,,,,2020.0,,,,,,,
,,,,Capital Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12659.0,1601357504.0,Acquisition increased from 40.075% to 93.507%,Public takeover - Unsuccessful,Capital increase - vendor placing,Shares,70636.5965789407,Completed,40987.0,41222.0,,,41271.0,,,41271.0,41376.0,41376.0,41376.0,,41375.0,41376.0,41376.0,2012.0,2012.0,,,2012.0,,,2012.0,2013.0,2013.0,2013.0,,2013.0,2013.0,2013.0
12660.0,1943304463.0,Acquisition increased from 100% to 100%,Restructuring,Capital increase - converted debt,Converted Debt,n.a.,Completed Assumed,44560.0,44560.0,,45290.0,,,,45290.0,,,,,,,,2021.0,2021.0,,2023.0,,,,2023.0,,,,,,,
12661.0,1907237509.0,Acquisition increased from 100% to 100%,,Capital Injection,Cash,70614.7225774823,Completed Assumed,42971.0,42971.0,,43701.0,,,,43701.0,,,,43095.0,,,43095.0,2017.0,2017.0,,2019.0,,,,2019.0,,,,2017.0,,,2017.0
,,,,Capital increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12662.0,2007203103.0,Acquisition 88.47%,,,Cash,70600.8597871654,Completed,45128.0,45128.0,,,45204.0,,,45204.0,45205.0,45205.0,,,,45205.0,45205.0,2023.0,2023.0,,,2023.0,,,2023.0,2023.0,2023.0,,,,2023.0,2023.0
12663.0,95059.0,Acquisition 100%,Recommended bid,Capital increase - vendor placing,Shares,70600,Completed,36713.0,36713.0,,,36949.0,,,36949.0,41248.0,,,,,41248.0,41248.0,2000.0,2000.0,,,2001.0,,,2001.0,2012.0,,,,,2012.0,2012.0
,,,Public takeover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12664.0,1909516871.0,Acquisition 100%,Exit,,,n.a.,Completed,42709.0,42709.0,,,42709.0,,,42709.0,,42830.0,,43585.0,43585.0,,43585.0,2016.0,2016.0,,,2016.0,,,2016.0,,2017.0,,2019.0,2019.0,,2019.0
,,,Debt & cash free basis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12665.0,2007732141.0,Acquisition increased from 100% to 100%,,Capital Injection,Cash,70550.812419451,Announced,45580.0,45580.0,,,,,,45580.0,,,,,,,,2024.0,2024.0,,,,,,2024.0,,,,,,,
,,,,Capital increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12666.0,1909207606.0,Acquisition 100%,Exit,,Liabilities,70541.7592038555,Completed,42072.0,42468.0,,,42494.0,,,42494.0,42468.0,42494.0,,42788.0,42522.0,42494.0,42788.0,2015.0,2016.0,,,2016.0,,,2016.0,2016.0,2016.0,,2017.0,2016.0,2016.0,2017.0
12667.0,1939056084.0,Acquisition 100%,,,Cash Reserves,n.a.,Completed,43581.0,43581.0,,,43769.0,,,43769.0,43774.0,43774.0,,,,43774.0,43774.0,2019.0,2019.0,,,2019.0,,,2019.0,2019.0,2019.0,,,,2019.0,2019.0
,,,,,Cash,70534.4772272987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12668.0,2007983781.0,Acquisition 100%,Patent sale,Capital increase - vendor placing,Shares,70518.0606524491,Pending - awaiting shareholder approval,45796.0,45796.0,45895.0,,,,,45796.0,,,,,,,,2025.0,2025.0,2025.0,,,,,2025.0,,,,,,,
12669.0,1943255218.0,Acquisition increased from 100% to 100%,,Capital increase,Cash,70517.8571265057,Completed,44315.0,44315.0,,,44350.0,,,44350.0,,44350.0,,,,44350.0,44350.0,2021.0,2021.0,,,2021.0,,,2021.0,,2021.0,,,,2021.0,2021.0
,,,,Capital Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12670.0,1941607753.0,Acquisition 100%,,,Cash,70500,Completed Assumed,44497.0,44497.0,44498.0,44498.0,,,,44498.0,,,,,,,,2021.0,2021.0,2021.0,2021.0,,,,2021.0,,,,,,,
12671.0,1907237498.0,Acquisition increased from 61.85% to 89.8%,,Capital increase - vendor placing,Shares,70484.6031635142,Completed,42971.0,42971.0,,,43166.0,,,43166.0,,43172.0,,43019.0,,43172.0,43172.0,2017.0,2017.0,,,2018.0,,,2018.0,,2018.0,,2017.0,,2018.0,2018.0
12672.0,1943141939.0,Acquisition increased from 100% to 100%,,Capital Injection,Cash,70483.9461064479,Completed Assumed,43762.0,43762.0,,44493.0,,,,44493.0,,,,,,,,2019.0,2019.0,,2021.0,,,,2021.0,,,,,,,
,,,,Capital increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12673.0,1943024462.0,Acquisition increased from 100% to 100%,,Capital Injection,Cash,70466.898539493,Completed Assumed,43181.0,43181.0,,43912.0,,,,43912.0,,,,,,,,2018.0,2018.0,,2020.0,,,,2020.0,,,,,,,
,,,,Capital increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12674.0,1943240105.0,Acquisition 70%,Exit,,Cash,70449.2309849924,Completed Assumed,44247.0,44405.0,,45135.0,,,,45135.0,44405.0,44405.0,,,44405.0,44405.0,44405.0,2021.0,2021.0,,2023.0,,,,2023.0,2021.0,2021.0,,,2021.0,2021.0,2021.0
,,,Patent sale,,Deferred payment,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12675.0,1943010810.0,Acquisition 51%,Exit,,Cash,70446.3597437601,Withdrawn,43110.0,43110.0,,,,,43237.0,43237.0,,43237.0,,,,43237.0,43237.0,2018.0,2018.0,,,,,2018.0,2018.0,,2018.0,,,,2018.0,2018.0
12676.0,2007006820.0,Acquisition 100%,,Capital increase - vendor placing,Shares,70434.4378427788,Completed Assumed,44838.0,44838.0,45107.0,45107.0,,,,45107.0,,45000.0,,,,45000.0,45000.0,2022.0,2022.0,2023.0,2023.0,,,,2023.0,,2023.0,,,,2023.0,2023.0
12677.0,1943297404.0,Acquisition increased from 100% to 100%,,Capital increase,Cash,70433.3464778778,Completed Assumed,44519.0,44519.0,,45249.0,,,,45249.0,,,,,,,,2021.0,2021.0,,2023.0,,,,2023.0,,,,,,,
,,,,Capital Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12678.0,636834.0,Acquisition increased from 74.573% to 94.33%,,,Cash,70431.2931000896,Rumour - Expired,39566.0,,,,,,,39566.0,,,,,,39566.0,39566.0,2008.0,,,,,,,2008.0,,,,,,2008.0,2008.0
12679.0,2007577167.0,Acquisition increased from 100% to 100%,,Capital increase,Cash,70418.2909530083,Completed,45450.0,45450.0,,,45450.0,,,45450.0,,,,,,,,2024.0,2024.0,,,2024.0,,,2024.0,,,,,,,
,,,,Capital Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
