unnamed_0,deal_num,deal_value,deal_value_native_currency,deal_equity_value,deal_equity_value_native_currency,deal_enterprise_value,deal_enterprise_value_native_currency,deal_modelled_enterprise_value,deal_modelled_enterprise_value_native_currency,deal_total_target_value,deal_total_target_value_native_currency,modelled_fee_income,as_reported_fee_income,stake_init_pct,stake_acq_pct,stake_final_pct,irr_pct,currency
,,,,,,,,,,,,,,Unknown %,51.00000,Unknown majority,,
13.0,183333.0,193.267837010791,193.267837010791,n.a.,n.a.,n.a.,n.a.,181.755516186181,181.755516186181,193.267837010791,193.267837010791,11.982605894669,n.a.,0.00000,100.00000,100.00000,,GBP
14.0,1941528840.0,193.267621851541,193.267621851541,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,322.112703085902,322.112703085902,11.9825925547955,n.a.,0.00000,60.00000,60.00000,,CNY
15.0,2007071233.0,193.17033288144,193.17033288144,n.a.,n.a.,n.a.,n.a.,34031.0417383824,34031.0417383824,193.189649914728,193.189649914728,n.a.,n.a.,Unknown %,99.99000,Unknown majority,,THB
16.0,1943267344.0,193.145220187803,193.145220187803,193.145220187803,193.145220187803,n.a.,n.a.,225.207326738978,225.207326738978,386.290440375605,386.290440375605,11.9750036516438,n.a.,0.00000,50.00000,50.00000,,THB
17.0,1601049111.0,193.104962714184,193.104962714184,193.104962714184,193.104962714184,n.a.,n.a.,200.369295547259,200.369295547259,257.473191664168,257.473191664168,11.9725076882794,n.a.,0.00000,75.00000,75.00000,,PLN
18.0,1647005260.0,193.067020721321,193.067020721321,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,193.067020721321,193.067020721321,11.9701552847219,n.a.,0.00000,100.00000,100.00000,,JPY
19.0,1909073757.0,192.918525033778,192.918525033778,192.918525033778,192.918525033778,n.a.,n.a.,3381.80033987623,3381.80033987623,1311.47875392275,1311.47875392275,11.9609485520942,n.a.,85.29000,14.71000,100.00000,,RUB
20.0,1633020256.0,192.888896509386,192.888896509386,192.888896509386,192.888896509386,n.a.,n.a.,n.a.,n.a.,482.222241273466,482.222241273466,11.9591115835819,n.a.,60.00000,40.00000,100.00000,,CNY
21.0,1633093276.0,192.354527108544,192.354527108544,192.354527108544,192.354527108544,n.a.,n.a.,n.a.,n.a.,641.181757028479,641.181757028479,11.9259806807297,n.a.,70.00000,30.00000,100.00000,,MYR
22.0,1943023820.0,192.111885962384,192.111885962384,192.111885962384,192.111885962384,n.a.,n.a.,497.537765994915,497.537765994915,960.559429811922,960.559429811922,11.9109369296678,n.a.,57.00000,20.00000,77.00000,,THB
23.0,2007179178.0,192.0981523773,192.0981523773,n.a.,n.a.,n.a.,n.a.,1271.74883891959,1271.74883891959,240.122690471626,240.122690471626,11.9100854473926,n.a.,0.00000,80.00000,80.00000,,MYR
24.0,1941638683.0,192.037902136669,192.037902136669,n.a.,n.a.,n.a.,n.a.,164.539141427932,164.539141427932,320.063170227782,320.063170227782,11.9063499324735,n.a.,0.00000,60.00000,60.00000,,EUR
25.0,2007079869.0,191.873376353862,191.873376353862,191.873376353862,191.873376353862,n.a.,n.a.,6608.33000463283,6608.33000463283,6332.45464772213,6332.45464772213,11.8961493339394,n.a.,82.66000,3.03000,85.69000,,PLN
26.0,1941356175.0,191.554201131911,191.554201131911,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,478.885502829778,478.885502829778,11.8763604701785,n.a.,60.00000,40.00000,100.00000,,CNY
27.0,2007544772.0,191.469906483763,191.469906483763,191.469906483763,191.469906483763,n.a.,n.a.,1097.99044053461,1097.99044053461,344.804436088681,344.804436088681,n.a.,n.a.,0.00000,55.53000,55.53000,,INR
28.0,1941487859.0,191.279506162016,191.279506162016,191.279506162016,191.279506162016,n.a.,n.a.,n.a.,n.a.,637.598353873385,637.598353873385,11.859329382045,n.a.,51.00000,30.00000,81.00000,,CNY
29.0,2007544781.0,191.033410293396,191.033410293396,191.033410293396,191.033410293396,n.a.,n.a.,1486.21283955044,1486.21283955044,734.743882068273,734.743882068273,n.a.,n.a.,55.53000,26.00000,81.53000,,INR
30.0,1907149059.0,191.011269794455,191.011269794455,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9550.56348972277,9550.56348972277,11.8426987272562,n.a.,49.00000,2.00000,51.00000,,CNY
31.0,316567.0,190.294957183635,190.294957183635,n.a.,n.a.,190.294957183635,190.294957183635,n.a.,n.a.,190.294957183635,190.294957183635,11.7982873453853,n.a.,0.00000,100.00000,100.00000,,GBP
,,,,,,,,,,,,,,0.00000,100.00000,100.00000,,
32.0,1941676614.0,190.112472611829,190.112472611829,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,190.112472611829,190.112472611829,11.7869733019334,n.a.,0.00000,100.00000,100.00000,,CNY
33.0,2007128388.0,190.075109744879,190.075109744879,190.075109744879,190.075109744879,n.a.,n.a.,68.2733389744424,68.2733389744424,387.908384750879,387.908384750879,11.7846568041825,n.a.,51.00000,49.00000,100.00000,,INR
34.0,1941403464.0,189.634820736767,189.634820736767,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,316.058034561278,316.058034561278,11.7573588856796,n.a.,0.00000,60.00000,60.00000,,CNY
35.0,1943326625.0,189.230080386278,189.230080386278,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,189.230080386278,189.230080386278,11.7322649839492,n.a.,0.00000,100.00000,100.00000,,INR
36.0,1941442566.0,189.053880381,189.053880381,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,472.634700952499,472.634700952499,11.721340583622,n.a.,60.00000,40.00000,100.00000,,CNY
37.0,1941423666.0,188.958910106677,188.958910106677,n.a.,n.a.,n.a.,n.a.,2265.24891508616,2265.24891508616,2324.21781831225,2324.21781831225,11.715452426614,n.a.,76.89000,8.13000,85.02000,,EUR
38.0,616648.0,188.911704312115,188.911704312115,n.a.,n.a.,n.a.,n.a.,234.086242299795,234.086242299795,188.911704312115,188.911704312115,11.7125256673511,n.a.,0.00000,100.00000,100.00000,,PLN
39.0,1941502958.0,188.882071260822,188.882071260822,188.882071260822,188.882071260822,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.710688418171,n.a.,100.00000,Unknown %,100.00000,,JPY
40.0,247224.0,188.857412653447,188.857412653447,n.a.,n.a.,n.a.,n.a.,14.3021718602455,14.3021718602455,188.857412653447,188.857412653447,11.7091595845137,n.a.,0.00000,100.00000,100.00000,,GBP
41.0,1907021145.0,188.346515730915,188.346515730915,188.346515730915,188.346515730915,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.6774839753167,n.a.,100.00000,Unknown %,100.00000,,KRW
42.0,1909102505.0,188.227228608374,188.227228608374,188.227228608374,188.227228608374,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.6700881737192,n.a.,100.00000,Unknown %,100.00000,,BGN
43.0,1909446180.0,188.21149282185,188.21149282185,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,627.371637552037,627.371637552037,11.6691125549547,n.a.,70.00000,30.00000,100.00000,,RUB
44.0,1941475698.0,188.084013036814,188.084013036814,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,383.844941752012,383.844941752012,n.a.,n.a.,51.00000,49.00000,100.00000,,CNY
45.0,1601135725.0,188.065437185709,188.065437185709,n.a.,n.a.,n.a.,n.a.,112.910127548626,112.910127548626,361.664826431373,361.664826431373,11.660057105514,n.a.,Unknown %,52.00000,Unknown %,,EUR
46.0,232722.0,187.955601838917,187.955601838917,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,507.988113078154,507.988113078154,11.6532473140129,n.a.,63.00000,37.00000,100.00000,,THB
47.0,1941056976.0,187.831167032385,187.831167032385,187.831167032385,187.831167032385,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.6455323560079,n.a.,100.00000,Unknown %,100.00000,,BGN
48.0,1941056963.0,187.831167032385,187.831167032385,187.831167032385,187.831167032385,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.6455323560079,n.a.,100.00000,Unknown %,100.00000,,BGN
49.0,1633116141.0,187.817884469346,187.817884469346,187.817884469346,187.817884469346,n.a.,n.a.,n.a.,n.a.,2347.72355586683,2347.72355586683,11.6447088370995,n.a.,82.00000,8.00000,90.00000,,AUD
50.0,1601483895.0,187.528330893846,187.528330893846,n.a.,n.a.,n.a.,n.a.,176.867099254108,176.867099254108,187.528330893846,187.528330893846,11.6267565154184,n.a.,0.00000,100.00000,100.00000,,PLN
51.0,1909024870.0,187.374907657186,187.374907657186,187.374907657186,187.374907657186,n.a.,n.a.,3198.85930975297,3198.85930975297,1321.12322566331,1321.12322566331,11.6172442747455,n.a.,85.81700,14.18300,100.00000,,RUB
52.0,614233.0,187.278142723081,187.278142723081,n.a.,n.a.,n.a.,n.a.,1304.65588151291,1304.65588151291,1012.3142927088,1012.3142927088,11.611244848831,n.a.,74.00000,18.50000,92.50000,,RUB
53.0,1941556169.0,187.132723718568,187.132723718568,187.132723718568,187.132723718568,n.a.,n.a.,54382.9028256662,54382.9028256662,55039.0369382045,55039.0369382045,11.6022288705512,n.a.,73.25000,0.34000,73.59000,,EUR
54.0,2007656544.0,186.73009344956,186.73009344956,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,193.703347633374,193.703347633374,n.a.,n.a.,0.00000,96.40000,96.40000,,CNY
55.0,533159.0,186.460970620986,186.460970620986,n.a.,n.a.,n.a.,n.a.,179.430646184693,179.430646184693,186.460970620986,186.460970620986,11.5605801785012,n.a.,0.00000,100.00000,100.00000,,GBP
56.0,1943300338.0,186.225302605836,186.225302605836,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,365.147652168306,365.147652168306,11.5459687615618,n.a.,49.00000,51.00000,100.00000,,SGD
57.0,1909105183.0,186.193734580831,186.193734580831,186.193734580831,186.193734580831,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.5440115440115,n.a.,100.00000,Unknown %,100.00000,,PLN
58.0,1941213174.0,186.060605311348,186.060605311348,n.a.,n.a.,n.a.,n.a.,601.475188939554,601.475188939554,620.202068045566,620.202068045566,n.a.,n.a.,70.00000,30.00000,100.00000,,CNY
59.0,1633116380.0,186.033092465384,186.033092465384,186.033092465384,186.033092465384,n.a.,n.a.,n.a.,n.a.,186.033092465384,186.033092465384,11.5340517328538,n.a.,0.00000,100.00000,100.00000,,MYR
60.0,2007223418.0,185.982387568824,185.982387568824,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,185.982387568824,185.982387568824,n.a.,n.a.,0.00000,100.00000,100.00000,,CNY
61.0,1907004034.0,185.751748251748,185.751748251748,185.751748251748,185.751748251748,n.a.,n.a.,280.743006993007,280.743006993007,364.219114219114,364.219114219114,11.5166083916084,n.a.,Unknown %,51.00000,Unknown majority,,SGD
62.0,1943024694.0,185.715185662307,185.715185662307,185.715185662307,185.715185662307,n.a.,n.a.,185.811221942375,185.811221942375,185.715185662307,185.715185662307,11.5143415110631,n.a.,0.00000,100.00000,100.00000,,INR
63.0,1907108733.0,185.69153732992,185.69153732992,n.a.,n.a.,n.a.,n.a.,993.592927011394,993.592927011394,1033.34187716342,1033.34187716342,11.512875314455,n.a.,45.00000,17.97000,62.97000,,THB
64.0,1941475369.0,185.598162782467,185.598162782467,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,927.990813912337,927.990813912337,n.a.,n.a.,80.00000,20.00000,100.00000,,CNY
65.0,1943037516.0,185.511422881778,185.511422881778,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,553.765483354788,553.765483354788,11.5017082186703,n.a.,66.50000,33.50000,100.00000,,CNY
66.0,1941542589.0,185.498445940634,185.498445940634,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,185.498445940634,185.498445940634,11.5009036483193,n.a.,0.00000,100.00000,100.00000,,EUR
67.0,1943310215.0,185.391968191261,185.391968191261,n.a.,n.a.,n.a.,n.a.,165.209169155357,165.209169155357,185.391968191261,185.391968191261,n.a.,n.a.,0.00000,100.00000,100.00000,,VND
68.0,1941244482.0,185.372487589176,185.372487589176,185.372487589176,185.372487589176,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.4930942305289,n.a.,100.00000,Unknown %,100.00000,,CNY
69.0,1909648205.0,185.36667846083,185.36667846083,185.36667846083,185.36667846083,n.a.,n.a.,1266.24237945686,1266.24237945686,1390.59774491416,1390.59774491416,11.4927340645715,n.a.,86.67000,13.33000,100.00000,,RUB
70.0,2007966554.0,185.164481370116,185.164481370116,n.a.,n.a.,n.a.,n.a.,11695.4747413788,11695.4747413788,250.222269571742,250.222269571742,n.a.,n.a.,Unknown %,74.00000,Unknown majority,,INR
71.0,1943291422.0,185.104063658683,185.104063658683,185.104063658683,185.104063658683,n.a.,n.a.,346.913155629953,346.913155629953,257.267637128239,257.267637128239,n.a.,n.a.,0.00000,71.95000,71.95000,,INR
72.0,1943030645.0,185.007476213367,185.007476213367,185.007476213367,185.007476213367,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.4704635252287,n.a.,99.99000,Unknown %,99.99000,,THB
73.0,1941315181.0,184.688150012584,184.688150012584,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,461.720375031459,461.720375031459,11.4506653007802,n.a.,60.00000,40.00000,100.00000,,CNY
74.0,1941170873.0,184.595244478957,184.595244478957,184.595244478957,184.595244478957,n.a.,n.a.,284996.458582881,284996.458582881,384573.425915894,384573.425915894,11.4449051576953,n.a.,93.27000,0.04800,93.31800,,RON
75.0,1941053109.0,184.442812324186,184.442812324186,184.442812324186,184.442812324186,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.4354543640995,n.a.,100.00000,Unknown %,100.00000,,SGD
76.0,1907127169.0,184.436807155506,184.436807155506,n.a.,n.a.,n.a.,n.a.,2553.34436966843,2553.34436966843,1229.57871437004,1229.57871437004,11.4350820436414,n.a.,75.00000,15.00000,90.00000,,THB
77.0,134720.0,184.411923548085,184.411923548085,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1844.11923548085,1844.11923548085,11.4335392599813,n.a.,86.20000,10.00000,96.20000,,NOK
78.0,2007354356.0,184.0,184.0,n.a.,n.a.,n.a.,n.a.,50.973,50.973,184,184,11.408,n.a.,0.00000,100.00000,100.00000,,USD
79.0,1941069433.0,183.799744243442,183.799744243442,n.a.,n.a.,n.a.,n.a.,156.088398188277,156.088398188277,183.799744243442,183.799744243442,11.3955841430934,n.a.,0.00000,100.00000,100.00000,,CNY
80.0,454652.0,183.630202160159,183.630202160159,n.a.,n.a.,n.a.,n.a.,192.943759077175,192.943759077175,201.791396090346,201.791396090346,11.3850725339299,n.a.,0.00000,91.00000,91.00000,,SEK
81.0,1943340133.0,183.443457049574,183.443457049574,n.a.,n.a.,n.a.,n.a.,294.359126270595,294.359126270595,359.69305303838,359.69305303838,11.3734943370736,n.a.,0.00000,51.00000,51.00000,,SGD
82.0,1943163184.0,183.435751627992,183.435751627992,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,366.871503255985,366.871503255985,11.3730166009355,n.a.,0.00000,50.00000,50.00000,,JPY
83.0,2007732381.0,183.432112290573,183.432112290573,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1411.01624838902,1411.01624838902,n.a.,n.a.,75.00000,13.00000,88.00000,,CNY
84.0,1941430052.0,183.346651477185,183.346651477185,183.346651477185,183.346651477185,n.a.,n.a.,n.a.,n.a.,873.079292748499,873.079292748499,11.3674923915855,n.a.,66.00000,21.00000,87.00000,,CNY
85.0,1943242180.0,183.205773083296,183.205773083296,n.a.,n.a.,n.a.,n.a.,181.440402253865,181.440402253865,359.226948569357,359.226948569357,11.3587579311643,n.a.,0.00000,51.00000,51.00000,,SGD
86.0,2007807966.0,183.16745278148,183.16745278148,183.16745278148,183.16745278148,n.a.,n.a.,230.790990504665,230.790990504665,233.233223208418,233.233223208418,n.a.,n.a.,Unknown %,78.53400,94.24000,,PLN
87.0,1633100696.0,183.023472268351,183.023472268351,183.023472268351,183.023472268351,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.3474552806378,n.a.,100.00000,Unknown %,100.00000,,MYR
88.0,1907239426.0,183.020399735324,183.020399735324,n.a.,n.a.,n.a.,n.a.,1075.7358123994,1075.7358123994,261.457718376969,261.457718376969,11.3472647835901,n.a.,0.00000,70.00000,70.00000,,INR
89.0,1601474065.0,182.967846091753,182.967846091753,n.a.,n.a.,n.a.,n.a.,373.604197497646,373.604197497646,373.40374007803,373.40374007803,11.3440064576887,n.a.,51.00000,49.00000,100.00000,,EUR
90.0,1941423661.0,182.769572774487,182.769572774487,n.a.,n.a.,n.a.,n.a.,2273.65572788606,2273.65572788606,2440.18123439807,2440.18123439807,11.3317135120182,n.a.,85.02000,7.49000,92.51000,,EUR
91.0,1943285047.0,182.536275903411,182.536275903411,182.536275903411,182.536275903411,n.a.,n.a.,601.090739641427,601.090739641427,730.174309417789,730.174309417789,11.3172491060115,n.a.,75.00000,24.99900,99.99900,,THB
92.0,2008024845.0,182.442829491748,182.442829491748,n.a.,n.a.,n.a.,n.a.,2092.75200450037,2092.75200450037,357.731107816592,357.731107816592,n.a.,n.a.,Unknown %,51.00000,Unknown majority,,MYR
93.0,2007519773.0,182.418221738103,182.418221738103,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.00000,Unknown majority,Unknown majority,,NOK
94.0,1943145985.0,182.397028586589,182.397028586589,182.397028586589,182.397028586589,n.a.,n.a.,106.022418252968,106.022418252968,182.397028586589,182.397028586589,11.3086157723685,n.a.,0.00000,100.00000,100.00000,,THB
95.0,2007519284.0,182.266024431302,182.266024431302,182.266024431302,182.266024431302,n.a.,n.a.,n.a.,n.a.,577.705309517642,577.705309517642,2047.02970106169,n.a.,52.81000,31.55000,84.36000,,JPY
96.0,2007108663.0,182.174474208457,182.174474208457,n.a.,n.a.,n.a.,n.a.,303.552480532537,303.552480532537,303.624123680761,303.624123680761,n.a.,n.a.,Unknown %,60.00000,Unknown majority,,INR
97.0,1647003732.0,182.028841497769,182.028841497769,182.028841497769,182.028841497769,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.2857881728617,n.a.,100.00000,Unknown %,100.00000,,MYR
98.0,1943112781.0,181.919786294478,181.919786294478,181.919786294478,181.919786294478,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.2790267502577,n.a.,100.00000,Unknown %,100.00000,,SGD
99.0,115189.0,181.846440783338,181.846440783338,n.a.,n.a.,n.a.,n.a.,248.697544295928,248.697544295928,181.846440783338,181.846440783338,11.274479328567,n.a.,0.00000,100.00000,100.00000,,GBP
100.0,1909650935.0,181.802624548902,181.802624548902,181.802624548902,181.802624548902,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.2717627220319,n.a.,100.00000,Unknown %,100.00000,,BGN
101.0,1941526149.0,181.792658496187,181.792658496187,181.792658496187,181.792658496187,n.a.,n.a.,n.a.,n.a.,29851.0113046111,29851.0113046111,11.2711448267636,n.a.,76.64900,0.60900,77.25800,,BAM
102.0,1907132911.0,181.701162918842,181.701162918842,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,181.701162918842,181.701162918842,11.2654721009682,n.a.,0.00000,100.00000,100.00000,,CNY
103.0,247521.0,181.660899653979,181.660899653979,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,113538.062283737,113538.062283737,11.2629757785467,n.a.,86.45000,0.16000,86.61000,,IDR
104.0,1601359322.0,181.588205977607,181.588205977607,n.a.,n.a.,n.a.,n.a.,223.366651918108,223.366651918108,302.647009962679,302.647009962679,11.2584687706117,n.a.,Unknown %,60.00000,Unknown %,,PLN
105.0,1909460154.0,181.435231320579,181.435231320579,n.a.,n.a.,n.a.,n.a.,80.083243164512,80.083243164512,226.794039150724,226.794039150724,11.2489843418759,n.a.,Unknown %,80.00000,Unknown majority,,EUR
,,,,,,,,,,,,,,Unknown %,80.00000,Unknown majority,,
106.0,1941291220.0,181.23416853057,181.23416853057,n.a.,n.a.,n.a.,n.a.,195.292049898065,195.292049898065,219.305577228366,219.305577228366,11.2365184488954,n.a.,0.00000,82.64000,82.64000,,CNY
107.0,1907159617.0,181.211945491447,181.211945491447,181.211945491447,181.211945491447,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.2351406204697,n.a.,100.00000,Unknown %,100.00000,,SGD
108.0,2007831038.0,181.169822617924,181.169822617924,n.a.,n.a.,n.a.,n.a.,330.754720201239,330.754720201239,369.734331873315,369.734331873315,n.a.,n.a.,51.00000,49.00000,100.00000,,SGD
109.0,1633099549.0,181.112073251143,181.112073251143,181.112073251143,181.112073251143,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.2289485415709,n.a.,100.00000,Unknown %,100.00000,,CNY
110.0,1601329459.0,181.068368757716,181.068368757716,181.068368757716,181.068368757716,n.a.,n.a.,n.a.,n.a.,8119.6578344363,8119.6578344363,11.2262388629784,n.a.,49.36000,2.23000,51.59000,,TRY
111.0,1941244812.0,181.067738365379,181.067738365379,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,181.067738365379,181.067738365379,11.2261997786535,n.a.,0.00000,100.00000,100.00000,,CNY
112.0,1909439533.0,181.039447157767,181.039447157767,n.a.,n.a.,n.a.,n.a.,441.16710830295,441.16710830295,724.157788631069,724.157788631069,11.2244457237816,n.a.,75.00000,25.00000,100.00000,,EUR
113.0,1909324443.0,180.974945880413,180.974945880413,n.a.,n.a.,180.974945880413,180.974945880413,n.a.,n.a.,180.974945880413,180.974945880413,11.2204466445856,n.a.,0.00000,100.00000,100.00000,,PLN
114.0,1601391869.0,180.938695907618,180.938695907618,180.938695907618,180.938695907618,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.2181991462723,n.a.,100.00000,Unknown %,100.00000,,EUR
115.0,1943286950.0,180.548982580487,180.548982580487,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,180.548982580487,180.548982580487,11.1940369199902,n.a.,0.00000,100.00000,100.00000,,MYR
116.0,1941371256.0,180.50529936254,180.50529936254,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,180.50529936254,180.50529936254,11.1913285604775,n.a.,0.00000,100.00000,100.00000,,CNY
117.0,1943219693.0,180.419074710679,180.419074710679,180.419074710679,180.419074710679,n.a.,n.a.,53.9929441715857,53.9929441715857,360.838149421359,360.838149421359,11.1859826320621,n.a.,50.00000,50.00000,100.00000,,INR
118.0,1943303489.0,180.302707008927,180.302707008927,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.1787678345535,n.a.,Unknown %,Unknown %,Unknown %,,SGD
,,,,,,,,,,,,,,0.00000,63.00000,63.00000,,
119.0,1907218811.0,180.288732630308,180.288732630308,180.288732630308,180.288732630308,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.1779014230791,n.a.,100.00000,Unknown %,100.00000,,SGD
120.0,2007441200.0,180.265459319938,180.265459319938,180.265459319938,180.265459319938,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.1764584778362,n.a.,Unknown %,Unknown %,Unknown %,,HUF
121.0,1943077996.0,180.2646484386,180.2646484386,180.2646484386,180.2646484386,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.1764082031932,n.a.,100.00000,Unknown %,100.00000,,JPY
122.0,2007480617.0,180.127787208197,180.127787208197,180.127787208197,180.127787208197,n.a.,n.a.,500.346144232163,500.346144232163,500.354964467213,500.354964467213,n.a.,n.a.,64.00000,36.00000,100.00000,,MNT
123.0,1941699184.0,180.020421618178,180.020421618178,180.020421618178,180.020421618178,n.a.,n.a.,3179.24014197461,3179.24014197461,3414.65146255223,3414.65146255223,n.a.,n.a.,94.72800,5.27200,100.00000,,BGN
124.0,77185.0,180.004286325597,180.004286325597,n.a.,n.a.,n.a.,n.a.,357.51540740071,357.51540740071,358.574256143802,358.574256143802,11.160265752187,n.a.,Unknown %,50.20000,Unknown %,,NOK
125.0,1907029081.0,179.963914798371,179.963914798371,179.963914798371,179.963914798371,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.157762717499,n.a.,100.00000,Unknown %,100.00000,,MYR
126.0,1907182831.0,179.841213009578,179.841213009578,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1438.72970407663,1438.72970407663,11.1501552065939,n.a.,87.50000,12.50000,100.00000,,CNY
127.0,1941074614.0,179.79478351955,179.79478351955,179.79478351955,179.79478351955,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.1472765782121,n.a.,100.00000,Unknown %,100.00000,,UAH
128.0,1907061286.0,179.580231209548,179.580231209548,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8979.01156047738,8979.01156047738,11.133974334992,n.a.,98.00000,2.00000,100.00000,,CNY
