unnamed_0,deal_num,deal_value,deal_value_native_currency,deal_equity_value,deal_equity_value_native_currency,deal_enterprise_value,deal_enterprise_value_native_currency,deal_modelled_enterprise_value,deal_modelled_enterprise_value_native_currency,deal_total_target_value,deal_total_target_value_native_currency,modelled_fee_income,as_reported_fee_income,stake_init_pct,stake_acq_pct,stake_final_pct,irr_pct,currency
83.0,2007993908.0,16150452.5487811,16150452.5487811,16150452.5487811,16150452.5487811,n.a.,n.a.,15487693.0566482,15487693.0566482,16150452.5487811,16150452.5487811,n.a.,n.a.,0.00000,100.00000,100.00000,,CNY
84.0,154311.0,16064754.763784,16064754.763784,n.a.,n.a.,n.a.,n.a.,58288088.7157515,58288088.7157515,35659832.9935731,35659832.9935731,40161.8869094599,n.a.,54.95000,45.05000,100.00000,,EUR
85.0,104768.0,16000000.0,16000000.0,n.a.,n.a.,n.a.,n.a.,15142186,15142186,16000000,16000000,40000,n.a.,0.00000,100.00000,100.00000,,USD
86.0,185657.0,15900000.0,15900000.0,9900000,9900000,15900000,15900000,14921300,14921300,15900000,15900000,39750,n.a.,0.00000,100.00000,100.00000,,USD
87.0,1941143334.0,15703802.0,15703802.0,15703802,15703802,n.a.,n.a.,17998802,17998802,15703802,15703802,39259.505,n.a.,0.00000,100.00000,100.00000,,USD
88.0,1943242738.0,15197132.3592862,15197132.3592862,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15197132.3592862,15197132.3592862,37992.8308982156,n.a.,0.00000,100.00000,100.00000,,CNY
,,,,,,,,,,,,,,0.00000,100.00000,100.00000,,
,,,,,,,,,,,,,,0.00000,99.92700,99.92700,,
,,,,,,,,,,,,,,0.00000,95.71700,95.71700,,
89.0,1941402123.0,14853333.3333333,14853333.3333333,14853333.3333333,14853333.3333333,n.a.,n.a.,10016511.7333333,10016511.7333333,14853333.3333333,14853333.3333333,38618.6666666667,n.a.,0.00000,100.00000,100.00000,,SAR
90.0,90731.0,14700000.0,14700000.0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,14700000,14700000,n.a.,n.a.,0.00000,100.00000,100.00000,,USD
91.0,1909606511.0,14600000.0,14600000.0,11900000,11900000,14600000,14600000,14291648,14291648,14600000,14600000,37960,n.a.,0.00000,100.00000,100.00000,,USD
92.0,417279.0,14526384.7863024,14526384.7863024,n.a.,n.a.,n.a.,n.a.,17800346.7324533,17800346.7324533,14526384.7863024,14526384.7863024,n.a.,n.a.,0.00000,100.00000,100.00000,,EUR
93.0,367561.0,14428431.391977,14428431.391977,14428431.391977,14428431.391977,n.a.,n.a.,30340037.578688,30340037.578688,29724827.7549888,29724827.7549888,37513.9216191401,n.a.,50.08000,48.54000,98.62000,,EUR
94.0,1941618948.0,14359672.6243711,14359672.6243711,14359672.6243711,14359672.6243711,n.a.,n.a.,16027611.6823281,16027611.6823281,14359672.6243711,14359672.6243711,n.a.,n.a.,0.00000,100.00000,100.00000,,SEK
95.0,2007393322.0,14000000.0,14000000.0,14000000,14000000,n.a.,n.a.,12737187,12737187,14000000,14000000,36400,n.a.,0.00000,100.00000,100.00000,,USD
96.0,455292.0,13844995.571302,13844995.571302,n.a.,n.a.,n.a.,n.a.,14892942.4269265,14892942.4269265,13844995.571302,13844995.571302,n.a.,n.a.,0.00000,100.00000,100.00000,,CAD
97.0,91833.0,13768000.0,13768000.0,n.a.,n.a.,n.a.,n.a.,14387100,14387100,13768000,13768000,35796.8,n.a.,0.00000,100.00000,100.00000,,USD
98.0,2007681942.0,13518680.6113832,13518680.6113832,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,13518680.6113832,13518680.6113832,n.a.,n.a.,0.00000,100.00000,100.00000,,CNY
99.0,626216.0,13411746.9776834,13411746.9776834,n.a.,n.a.,n.a.,n.a.,61988549.7564732,61988549.7564732,53625537.6959109,53625537.6959109,34870.5421419768,n.a.,67.05000,25.01000,92.06000,,EUR
100.0,1941657784.0,13400000.0,13400000.0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,13400000,13400000,34840,n.a.,0.00000,100.00000,100.00000,,USD
101.0,1909309506.0,13400000.0,13400000.0,n.a.,n.a.,13400000,13400000,n.a.,n.a.,13400000,13400000,34840,n.a.,0.00000,100.00000,100.00000,,USD
102.0,90750.0,13200000.0,13200000.0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,13200000,13200000,34320,n.a.,0.00000,100.00000,100.00000,,USD
103.0,336684.0,13139056.9957547,13139056.9957547,n.a.,n.a.,n.a.,n.a.,9356435.73299612,9356435.73299612,13139056.9957547,13139056.9957547,34161.5481889622,n.a.,0.00000,100.00000,100.00000,,JPY
104.0,76520.0,13138138.1381381,13138138.1381381,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,13138138.1381381,13138138.1381381,n.a.,n.a.,0.00000,100.00000,100.00000,,EUR
105.0,2007142410.0,13130209.1150367,13130209.1150367,n.a.,n.a.,13130209.1150367,13130209.1150367,n.a.,n.a.,13130209.1150367,13130209.1150367,34138.5436990954,n.a.,0.00000,100.00000,100.00000,,EUR
106.0,1941685687.0,13100000.0,13100000.0,n.a.,n.a.,n.a.,n.a.,15743100,15743100,13100000,13100000,34060,n.a.,0.00000,100.00000,100.00000,,USD
107.0,370162.0,13091000.0,13091000.0,n.a.,n.a.,n.a.,n.a.,18169448.864,18169448.864,18016046.681,18016046.681,34036.6,n.a.,3.01600,72.66300,75.67900,,USD
108.0,33562.0,13000000.0,13000000.0,n.a.,n.a.,n.a.,n.a.,14267335.335,14267335.335,14130434.783,14130434.783,n.a.,n.a.,0.00000,92.00000,92.00000,,USD
109.0,1941412195.0,13000000.0,13000000.0,4979272,4979272,13000000,13000000,12014272,12014272,13000000,13000000,33800,n.a.,0.00000,100.00000,100.00000,,USD
110.0,1941643502.0,12848870.8304612,12848870.8304612,n.a.,n.a.,14847584.0707552,14847584.0707552,n.a.,n.a.,12848870.8304612,12848870.8304612,n.a.,n.a.,0.00000,100.00000,100.00000,,EUR
111.0,1943275122.0,12781140.5778278,12781140.5778278,12781140.5778278,12781140.5778278,n.a.,n.a.,19565816.8781994,19565816.8781994,12781140.5778278,12781140.5778278,n.a.,n.a.,0.00000,100.00000,100.00000,,AUD
112.0,1907125817.0,12301513.6885753,12301513.6885753,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,12301513.6885753,12301513.6885753,31983.9355902957,n.a.,0.00000,100.00000,100.00000,,CNY
113.0,272896.0,12293000.0,12293000.0,6893000,6893000,12293000,12293000,11299478,11299478,12293000,12293000,31961.8,n.a.,0.00000,100.00000,100.00000,,USD
114.0,1909152635.0,12200000.0,12200000.0,n.a.,n.a.,n.a.,n.a.,12051000,12051000,12200000,12200000,31720,n.a.,0.00000,100.00000,100.00000,,USD
115.0,92246.0,12200000.0,12200000.0,4500000,4500000,12200000,12200000,10757649,10757649,12200000,12200000,31720,n.a.,0.00000,100.00000,100.00000,,USD
116.0,1909622586.0,11900000.0,11900000.0,n.a.,n.a.,n.a.,n.a.,11485578,11485578,11900000,11900000,30940,n.a.,0.00000,100.00000,100.00000,,USD
117.0,1943301527.0,11873760.0322532,11873760.0322532,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11873760.0322532,11873760.0322532,30871.7760838584,n.a.,0.00000,100.00000,100.00000,,CNY
118.0,61884.0,11665277.7842298,11665277.7842298,11665277.7842298,11665277.7842298,n.a.,n.a.,n.a.,n.a.,11665277.7842298,11665277.7842298,30329.7222389976,n.a.,0.00000,100.00000,100.00000,,EUR
119.0,1601021056.0,11616648.4767441,11616648.4767441,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15488864.6356588,15488864.6356588,n.a.,n.a.,0.00000,75.00000,75.00000,,EUR
,,,,,,,,,,,,,,51.00000,16.00000,67.00000,,
120.0,1941463044.0,11600000.0,11600000.0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11600000,11600000,30160,n.a.,0.00000,100.00000,100.00000,,USD
121.0,91772.0,11600000.0,11600000.0,9300000,9300000,11600000,11600000,12089000,12089000,11600000,11600000,30160,n.a.,0.00000,100.00000,100.00000,,USD
122.0,48821.0,11413730.8127425,11413730.8127425,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11413730.8127425,11413730.8127425,29675.7001131306,n.a.,0.00000,100.00000,100.00000,,EUR
123.0,1909652825.0,11400000.0,11400000.0,n.a.,n.a.,11400000,11400000,n.a.,n.a.,11400000,11400000,29640,n.a.,0.00000,100.00000,100.00000,,USD
124.0,1601170677.0,11274523.9525523,11274523.9525523,n.a.,n.a.,n.a.,n.a.,25623893.8682436,25623893.8682436,25623918.0737247,25623918.0737247,29313.7622766361,n.a.,56.00000,44.00000,100.00000,,EUR
125.0,1909033496.0,11200000.0,11200000.0,n.a.,n.a.,n.a.,n.a.,14299544,14299544,11200000,11200000,29120,n.a.,0.00000,100.00000,100.00000,,USD
126.0,127334.0,11200000.0,11200000.0,7700000,7700000,11200000,11200000,11203600,11203600,11200000,11200000,29120,n.a.,0.00000,100.00000,100.00000,,USD
127.0,101709.0,11000000.0,11000000.0,n.a.,n.a.,n.a.,n.a.,17422000,17422000,11000000,11000000,n.a.,n.a.,0.00000,100.00000,100.00000,,USD
128.0,35073.0,10955185.2034337,10955185.2034337,n.a.,n.a.,n.a.,n.a.,10177485.2034871,10177485.2034871,10955185.2034337,10955185.2034337,28483.4815289277,n.a.,0.00000,100.00000,100.00000,,EUR
129.0,113326.0,10939390.0,10939390.0,5939390,5939390,10939000,10939000,11408390,11408390,10939390,10939390,n.a.,n.a.,0.00000,100.00000,100.00000,,USD
130.0,1907172030.0,10861163.5033054,10861163.5033054,n.a.,n.a.,n.a.,n.a.,10850469.3345662,10850469.3345662,10861163.5033054,10861163.5033054,28239.0251085942,n.a.,0.00000,100.00000,100.00000,,CNY
131.0,2007273480.0,10805005.3456846,10805005.3456846,n.a.,n.a.,n.a.,n.a.,10859037.6809186,10859037.6809186,10805005.3456846,10805005.3456846,n.a.,n.a.,0.00000,100.00000,100.00000,,EUR
132.0,1603059598.0,10679629.7708571,10679629.7708571,10679629.7708571,10679629.7708571,n.a.,n.a.,10283579.5519389,10283579.5519389,10679629.7708571,10679629.7708571,n.a.,n.a.,0.00000,100.00000,100.00000,,AUD
133.0,627787.0,10668110.1503346,10668110.1503346,10668110.1503346,10668110.1503346,n.a.,n.a.,26397797.0102119,26397797.0102119,23602013.6072894,23602013.6072894,27737.0863908699,n.a.,50.02000,45.20000,95.22000,,EUR
134.0,1941595016.0,10663953.7526222,10663953.7526222,n.a.,n.a.,n.a.,n.a.,9830351.48137402,9830351.48137402,10663953.7526222,10663953.7526222,27726.2797568177,n.a.,0.00000,100.00000,100.00000,,CAD
135.0,1939056141.0,10654535.1927025,10654535.1927025,n.a.,n.a.,10654535.1927025,10654535.1927025,n.a.,n.a.,10654535.1927025,10654535.1927025,27701.7915010266,n.a.,0.00000,100.00000,100.00000,,AUD
136.0,1601496118.0,10620580.1192011,10620580.1192011,10620580.1192011,10620580.1192011,n.a.,n.a.,12040827.6401631,12040827.6401631,10620580.1192011,10620580.1192011,n.a.,n.a.,0.00000,100.00000,100.00000,,SEK
137.0,2007143662.0,10600000.0,10600000.0,10600000,10600000,n.a.,n.a.,10172927.529,10172927.529,10600000,10600000,27560,n.a.,0.00000,100.00000,100.00000,,USD
,,,,,,,,,,,,,,0.00000,100.00000,100.00000,,
138.0,1909299269.0,10600000.0,10600000.0,10600000,10600000,n.a.,n.a.,11166642,11166642,10600000,10600000,n.a.,n.a.,0.00000,100.00000,100.00000,,USD
